;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);255382;10884;;48832;3083;30546;110
2;Образовательные программы начального общего образования;102646;1101;39;18729;1187;10738;
3;из них адаптированные;2553;21;16;318;;148;
4;в том числе:           для глухих;31;;;;;;
5;для слабослышащих и позднооглохших;129;1;1;6;;5;
6;для слепых;8;;;;;;
7;для слабовидящих;129;;;9;;3;
8;с тяжелыми нарушениями речи;376;1;1;49;;27;
9;с нарушениями опорно-двигательного аппарата;331;4;6;42;;21;
10;с задержкой психического развития;1083;11;5;164;;61;
11;с расстройствами аутистического спектра;466;4;3;48;;31;
12;Образовательные программы основного общего образования;129544;6949;329;25293;1676;15604;53
13;из них адаптированные;2448;89;55;330;;158;2
14;в том числе:           для глухих;23;;;;;;
15;для слабослышащих и позднооглохших;146;1;1;11;;7;
16;для слепых;10;;;;;;
17;для слабовидящих;171;1;1;9;;5;
18;с тяжелыми нарушениями речи;181;2;2;15;;4;
19;с нарушениями опорно-двигательного аппарата;241;18;18;35;;23;
20;с задержкой психического развития;1516;64;30;243;;109;2
21;с расстройствами аутистического спектра;160;3;3;17;;10;
22;Образовательные программы среднего общего образования;20280;2702;379;4584;214;4072;57
23;из них адаптированные;82;6;6;6;;5;
24;в том числе:           для глухих;8;;;;;;
25;для слабослышащих и позднооглохших;20;;;;;;
26;для слепых;4;;;;;;
27;для слабовидящих;19;;;;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;18;6;6;4;;4;
30;с задержкой психического развития;4;;;;;;
31;с расстройствами аутистического спектра;9;;;2;;1;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);2912;132;31;226;6;132;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);63;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;40;;;;;;
35;основного общего образования (из строки 12);39;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;20;;;;;;
37;среднего общего образования (из строки 22);12;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;11;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);32;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;9;;;;;;
