;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
№ строки;Наименование профессии по Перечню профессий рабочих, должностей служащих, по которым осуществляется профессиональное обучение, утвержденному приказом  Минпросвещения России от 14 июля 2023 г. № 534;Код  профессии (при наличии);"Всего  обучено за период с 20.09 прошлого года по 19.09 текущего года (сумма граф 5 – 10; сумма граф 18-20)";В том числе из числа обучающихся (обучавшихся): за счет бюджетных ассигнований федерального бюджета;В том числе из числа обучающихся (обучавшихся): за счет бюджетных ассигнований бюджета субъекта Российской Федерации;В том числе из числа обучающихся (обучавшихся): за счет бюджетных ассигнований местного бюджета;В том числе из числа обучающихся (обучавшихся): по договорам об оказании платных образовательных услуг за счет средств лиц, зачисляе- мых на обуче- ние (родителей (законных пре- дставителей) несовершенно- летних обучающихся);В том числе из числа обучающихся (обучавшихся): по договорам об оказании платных образовательных услуг за счет средств иных физических лиц;В том числе из числа обучающихся (обучавшихся): по договорам об оказании платных образовательных услуг за счет средств юридических лиц;Из общей численности обученных (из графы 4) девушки;Из общей численности обученных (из графы 4) прошли ускоренное обучение по индивидуаль-ным учебным планам;Из общей численности обученных (из графы 4) лица с ограни-ченными воз-можностями здоровья;Из общей численности обученных (из графы 4) из них (из графы 13): инвалиды;Из общей численности обученных (из графы 4) из них (из графы 13): дети-инвалиды;Из общей численности обученных (из графы 4) инвалиды  (кроме учтенных в графе 14);Из общей численности обученных (из графы 4) дети-инвалиды (кроме учтенных в графе 15);Из общей численности обученных (из графы 4) обучались (обучаются) очно;Из общей численности обученных (из графы 4) обучались (обучаются) очно-заочно;Из общей численности обученных (из графы 4) обучались (обучаются) заочно
77;;;;;;;;;;;;;;;;;;;
78;;;;;;;;;;;;;;;;;;;
79;;;;;;;;;;;;;;;;;;;
80;;;;;;;;;;;;;;;;;;;
81;;;;;;;;;;;;;;;;;;;
82;;;;;;;;;;;;;;;;;;;
83;;;;;;;;;;;;;;;;;;;
84;;;;;;;;;;;;;;;;;;;
85;;;;;;;;;;;;;;;;;;;
86;;;;;;;;;;;;;;;;;;;
87;;;;;;;;;;;;;;;;;;;
88;;;;;;;;;;;;;;;;;;;
89;;;;;;;;;;;;;;;;;;;
90;;;;;;;;;;;;;;;;;;;
91;;;;;;;;;;;;;;;;;;;
92;;;;;;;;;;;;;;;;;;;
93;;;;;;;;;;;;;;;;;;;
94;;;;;;;;;;;;;;;;;;;
95;;;;;;;;;;;;;;;;;;;
96;;;;;;;;;;;;;;;;;;;
97;;;;;;;;;;;;;;;;;;;
98;;;;;;;;;;;;;;;;;;;
99;;;;;;;;;;;;;;;;;;;
100;;;;;;;;;;;;;;;;;;;
101;;;;;;;;;;;;;;;;;;;
102;;;;;;;;;;;;;;;;;;;
103;;;;;;;;;;;;;;;;;;;
104;;;;;;;;;;;;;;;;;;;
105;;;;;;;;;;;;;;;;;;;
106;;;;;;;;;;;;;;;;;;;
107;;;;;;;;;;;;;;;;;;;
108;;;;;;;;;;;;;;;;;;;
109;;;;;;;;;;;;;;;;;;;
110;;;;;;;;;;;;;;;;;;;
111;;;;;;;;;;;;;;;;;;;
112;;;;;;;;;;;;;;;;;;;
113;;;;;;;;;;;;;;;;;;;
114;;;;;;;;;;;;;;;;;;;
115;;;;;;;;;;;;;;;;;;;
116;;;;;;;;;;;;;;;;;;;
117;;;;;;;;;;;;;;;;;;;
118;;;;;;;;;;;;;;;;;;;
119;;;;;;;;;;;;;;;;;;;
120;;;;;;;;;;;;;;;;;;;
121;;;;;;;;;;;;;;;;;;;
122;;;;;;;;;;;;;;;;;;;
123;;;;;;;;;;;;;;;;;;;
124;;;;;;;;;;;;;;;;;;;
125;;;;;;;;;;;;;;;;;;;
126;;;;;;;;;;;;;;;;;;;
127;;;;;;;;;;;;;;;;;;;
128;;;;;;;;;;;;;;;;;;;
129;;;;;;;;;;;;;;;;;;;
130;;;;;;;;;;;;;;;;;;;
131;;;;;;;;;;;;;;;;;;;
132;;;;;;;;;;;;;;;;;;;
133;;;;;;;;;;;;;;;;;;;
134;;;;;;;;;;;;;;;;;;;
135;;;;;;;;;;;;;;;;;;;
136;;;;;;;;;;;;;;;;;;;
137;;;;;;;;;;;;;;;;;;;
138;;;;;;;;;;;;;;;;;;;
139;;;;;;;;;;;;;;;;;;;
140;;;;;;;;;;;;;;;;;;;
141;;;;;;;;;;;;;;;;;;;
142;;;;;;;;;;;;;;;;;;;
143;;;;;;;;;;;;;;;;;;;
144;;;;;;;;;;;;;;;;;;;
145;;;;;;;;;;;;;;;;;;;
146;;;;;;;;;;;;;;;;;;;
147;;;;;;;;;;;;;;;;;;;
148;;;;;;;;;;;;;;;;;;;
149;;;;;;;;;;;;;;;;;;;
150;;;;;;;;;;;;;;;;;;;
151;;;;;;;;;;;;;;;;;;;
152;;;;;;;;;;;;;;;;;;;
153;;;;;;;;;;;;;;;;;;;
154;;;;;;;;;;;;;;;;;;;
155;;;;;;;;;;;;;;;;;;;
156;;;;;;;;;;;;;;;;;;;
157;;;;;;;;;;;;;;;;;;;
158;;;;;;;;;;;;;;;;;;;
159;;;;;;;;;;;;;;;;;;;
160;;;;;;;;;;;;;;;;;;;
161;;;;;;;;;;;;;;;;;;;
162;;;;;;;;;;;;;;;;;;;
163;;;;;;;;;;;;;;;;;;;
164;;;;;;;;;;;;;;;;;;;
165;;;;;;;;;;;;;;;;;;;
166;;;;;;;;;;;;;;;;;;;
167;;;;;;;;;;;;;;;;;;;
168;;;;;;;;;;;;;;;;;;;
169;;;;;;;;;;;;;;;;;;;
170;;;;;;;;;;;;;;;;;;;
171;;;;;;;;;;;;;;;;;;;
172;;;;;;;;;;;;;;;;;;;
173;;;;;;;;;;;;;;;;;;;
174;;;;;;;;;;;;;;;;;;;
175;;;;;;;;;;;;;;;;;;;
176;;;;;;;;;;;;;;;;;;;
177;;;;;;;;;;;;;;;;;;;
178;;;;;;;;;;;;;;;;;;;
179;;;;;;;;;;;;;;;;;;;
180;;;;;;;;;;;;;;;;;;;
181;;;;;;;;;;;;;;;;;;;
182;;;;;;;;;;;;;;;;;;;
183;;;;;;;;;;;;;;;;;;;
184;;;;;;;;;;;;;;;;;;;
185;;;;;;;;;;;;;;;;;;;
186;;;;;;;;;;;;;;;;;;;
187;;;;;;;;;;;;;;;;;;;
188;;;;;;;;;;;;;;;;;;;
189;;;;;;;;;;;;;;;;;;;
190;;;;;;;;;;;;;;;;;;;
191;;;;;;;;;;;;;;;;;;;
192;;;;;;;;;;;;;;;;;;;
193;;;;;;;;;;;;;;;;;;;
194;;;;;;;;;;;;;;;;;;;
195;;;;;;;;;;;;;;;;;;;
196;;;;;;;;;;;;;;;;;;;
197;;;;;;;;;;;;;;;;;;;
198;;;;;;;;;;;;;;;;;;;
199;;;;;;;;;;;;;;;;;;;
200;;;;;;;;;;;;;;;;;;;
201;;;;;;;;;;;;;;;;;;;
202;;;;;;;;;;;;;;;;;;;
203;;;;;;;;;;;;;;;;;;;
204;;;;;;;;;;;;;;;;;;;
205;;;;;;;;;;;;;;;;;;;
206;;;;;;;;;;;;;;;;;;;
207;;;;;;;;;;;;;;;;;;;
208;;;;;;;;;;;;;;;;;;;
209;;;;;;;;;;;;;;;;;;;
210;;;;;;;;;;;;;;;;;;;
211;;;;;;;;;;;;;;;;;;;
212;;;;;;;;;;;;;;;;;;;
213;;;;;;;;;;;;;;;;;;;
214;;;;;;;;;;;;;;;;;;;
215;;;;;;;;;;;;;;;;;;;
216;;;;;;;;;;;;;;;;;;;
217;;;;;;;;;;;;;;;;;;;
218;;;;;;;;;;;;;;;;;;;
219;;;;;;;;;;;;;;;;;;;
220;;;;;;;;;;;;;;;;;;;
