;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);250592;25605;26411;26794;25840;27111;25638;25662;25039;23775;9762;8834;84;37
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);250008;25530;26330;26738;25803;27090;25614;25633;24997;23619;9738;8795;84;37
3;в том числе обучались:       очно;248768;25529;26328;26737;25802;27087;25572;25565;24930;23481;9286;8451;;
4;очно-заочно;952;1;2;1;1;2;17;37;26;90;417;344;12;2
5;заочно;288;;;;;1;25;31;41;48;35;;72;35
6;Численность экстернов, окончивших данный класс;584;75;81;56;37;21;24;29;42;156;24;39;;
7;из них (из стр.06)  обучались:       в форме семейного образования;559;75;81;56;37;21;24;29;42;152;15;27;;
8;в форме самообразования;20;;;;;;;;;;9;11;;
9;по программам, не имеющим государственной аккредитации;1;;;;;;;;;1;;;;
