;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;255382;253338;5972;23;2486;;1894;2044;2044;43;1202;;;253965;1084;333
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;10884;10803;218;;94;;60;81;81;;26;;;10881;3;
3;с применением электронного обучения;48832;48825;920;;342;;272;7;7;;7;;;48018;814;
4;с применением дистанционных образовательных технологий;30546;30539;412;;209;;199;7;7;;7;;;29739;807;
5;по индивидуальным учебным планам;6439;6285;2533;15;1114;;217;154;154;3;151;;;6347;48;44
6;на дому;2985;2831;2227;23;1632;;350;154;154;11;143;;;2953;31;1
7;в медицинской организации;2;2;1;;1;;1;;;;;;;1;1;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);251;251;173;;126;;49;;;;;;;251;;
9;по индивидуальным учебным планам (из строки 05);1014;1013;757;2;487;;86;1;1;;1;;;986;28;
