;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);1386675;36366;641;6913;368;6265;1377174;7257;2244;15796;15200;660;2283;;51;1402471;3993;183;8;53;4;25
2;в том числе:       получили аттестат об основном общем образовании;1367894;35601;625;6645;364;6230;1359699;6260;1935;15458;14889;622;2216;;51;1383352;3607;173;8;50;4;24
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;561623;3901;164;1774;113;2277;558866;1965;792;1271;1166;97;563;;21;562894;327;12;;5;1;3
4;получили на ГИА неудовлетворительные результаты;16988;110;1;10;1;15;15882;855;251;40;38;;4;;;17028;301;3;;;;
5;не участвовали в ГИА;1793;655;15;258;3;20;1593;142;58;298;273;38;63;;;2091;85;7;;3;;1
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;83023;510;28;258;12;282;82950;49;24;202;187;34;69;;;83225;126;3;1;2;1;
7;в IV квартале прошлого года;37844;636;9;87;6;78;37546;277;21;396;319;22;95;;;38240;236;3;;2;;
8;после 1 сентября текущего года;49180;270;5;46;3;48;48279;739;162;87;76;;2;;;49267;242;2;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);673319;4403;532;1906;671;2766;657387;11859;4073;1036;975;472;263;1;6;674355;4330;67;11;33;5;28
