;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;И графы 3 инвалиды;И графы 3 дети-инвалиды;И графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;218513;21921;23625;28394;29477;22145;23197;23032;21866;20714;2139;1967;20;16;;;;;;
2;В них обучающихся (всего), чел.;4442308;491971;510244;603732;612680;440378;458048;449398;416489;387002;37913;33950;319;184;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;837;72;97;98;83;76;85;100;87;93;21;25;;;85;373;8;805;23;9
4;слабослышащие;3763;394;418;500;492;376;394;354;323;343;74;94;1;;65;2764;21;3733;25;5
5;позднооглохшие;199;16;28;30;25;21;24;19;14;15;5;2;;;4;131;1;197;2;
6;слепые;213;28;17;27;46;18;26;21;9;15;3;3;;;6;194;8;202;7;4
7;слабовидящие;6413;635;689;813;877;653;629;593;576;565;203;177;2;1;142;3689;30;6354;43;16
8;с тяжелыми нарушениями речи;46985;9844;9682;11051;9946;2162;1584;1004;855;726;69;62;;;88;3340;68;46355;603;27
9;с нарушением опорно-двигательного аппарата;18434;2612;2219;2332;2327;1783;1681;1528;1420;1371;578;579;3;1;516;15547;327;17857;433;144
10;с задержкой психического развития;222758;14657;18727;25673;30589;22182;26256;28319;27962;27268;694;409;10;12;565;15046;930;221163;1389;206
11;с умственной отсталостью (интеллектуальными          нарушениями);60734;3478;4447;6406;7257;7783;7702;8146;7661;7480;224;136;5;9;1113;24809;;59681;814;239
12;с расстройствами аутистического спектра;8536;2321;1430;1375;1208;678;505;346;318;245;58;52;;;178;6260;310;8294;189;53
13;со сложными дефектами;952;102;94;108;135;116;102;98;80;89;11;17;;;38;805;238;930;17;5
14;с иными ограниченными возможностями          здоровья;21578;1693;1848;2049;2154;2124;2364;2407;2420;2465;1044;998;7;5;988;15877;80;21205;252;121
