;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);1219785;443176;587559;159900;8289;7283;710;12868;34704;1175900;29762;14123
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;41139;13248;17683;6968;917;707;24;1592;2895;31062;5673;4404
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;17857;4571;7714;4890;169;178;6;329;2281;8278;5260;4319
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;4170;2564;1513;93;;;;;11;4150;16;4
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;984475;408354;497774;58509;6922;4862;210;7844;5277;979466;3313;1696
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;26857;10338;13141;1749;696;416;3;514;337;26583;135;139
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;9926;5540;3994;392;;;;;13;9875;43;8
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;45663;55;16627;28132;;697;152;;1045;43902;1336;425
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;37656;;11119;26151;;327;59;;738;36783;674;199
10;в связи с переходом на семейное образование и самообразование;26335;7912;12625;5156;152;136;5;349;596;24698;565;1072
11;по болезни;452;81;104;193;1;13;4;56;99;361;43;48
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;8294;19;4178;3917;1;66;55;58;2266;6509;1171;614
13;выбыло по другим причинам;75771;13507;27449;30874;296;475;201;2969;21788;53119;16987;5665
