;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);143872;6731;;37682;;34132;43
2;Образовательные программы начального общего образования;58360;1769;38;14395;;13544;3
3;из них адаптированные;3618;181;14;904;;927;3
4;в том числе:           для глухих;8;;;;;;
5;для слабослышащих и позднооглохших;53;2;1;6;;2;
6;для слепых;5;;;;;;
7;для слабовидящих;133;2;;12;;13;
8;с тяжелыми нарушениями речи;439;11;1;96;;91;1
9;с нарушениями опорно-двигательного аппарата;61;6;1;23;;24;2
10;с задержкой психического развития;2895;160;11;764;;794;
11;с расстройствами аутистического спектра;24;;;3;;3;
12;Образовательные программы основного общего образования;71828;4087;84;19654;;17446;27
13;из них адаптированные;5082;474;34;1673;;1656;18
14;в том числе:           для глухих;7;;;;;;
15;для слабослышащих и позднооглохших;65;2;;5;;6;
16;для слепых;1;;;;;;
17;для слабовидящих;112;;;7;;9;1
18;с тяжелыми нарушениями речи;96;7;2;14;;10;1
19;с нарушениями опорно-двигательного аппарата;70;4;2;16;;28;11
20;с задержкой психического развития;4726;460;30;1628;;1600;4
21;с расстройствами аутистического спектра;5;1;;3;;3;1
22;Образовательные программы среднего общего образования;11114;814;45;3375;;2790;13
23;из них адаптированные;39;1;1;5;;6;5
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;1;;;;;1;1
26;для слепых;;;;;;;
27;для слабовидящих;13;;;;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;9;1;1;4;;5;4
30;с задержкой психического развития;16;;;1;;;
31;с расстройствами аутистического спектра;;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);2570;61;13;258;;352;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);33;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;20;;;;;;
35;основного общего образования (из строки 12);22;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;14;;;;;;
37;среднего общего образования (из строки 22);;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);29;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;14;;;;;;
