;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;"Всего  (сумма граф 4–9; сумма граф 11-13)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования;Из граф 3 изучают 2-й, 3-й и более иностранные языки;Из графы 3 обучаются очно;Из графы 3 обучаются очно-заочно;Из графы 3 обучаются заочно
1;Численность обучающихся, которым в соответствии с образовательной про-граммой должны преподаваться иностранные языки (сумма строк 02, 16);127941;44125;70065;11070;888;1754;39;;127111;687;143
2;В том числе обучающиеся, которым:       преподается иностранный язык;127883;44101;70033;11068;888;1754;39;;127053;687;143
3;из них преподается язык:             английский;120559;41687;66421;10407;647;1374;23;704;119744;672;143
4;французский;2952;564;2101;218;23;45;1;1170;2952;;
5;немецкий;8619;1938;5601;476;218;365;21;2421;8599;20;
6;итальянский;;;;;;;;;;;
7;испанский;;;;;;;;;;;
8;китайский;253;;253;;;;;253;253;;
9;арабский;;;;;;;;;;;
10;португальский;;;;;;;;;;;
11;турецкий;;;;;;;;;;;
12;корейский;;;;;;;;;;;
13;японский;;;;;;;;;;;
14;иврит;;;;;;;;;;;
15;другие;;;;;;;;;;;
16;не преподается иностранный язык;58;24;32;2;;;;;58;;
17;из строки 16 – из-за отсутствия учителя иностранного языка;32;;30;2;;;;;32;;
18;Из строки 02 – изучают:             2 иностранных языка;4548;88;4391;33;;30;6;;4543;5;
19;3 и более иностранных языка;;;;;;;;;;;
