;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);137318;14640;14807;14656;14464;14249;13578;13837;13629;12982;5489;4935;12;40
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);136905;14617;14756;14634;14438;14234;13566;13815;13605;12849;5466;4873;12;40
3;в том числе обучались:       очно;136211;14615;14754;14627;14436;14231;13550;13740;13444;12606;5358;4828;1;21
4;очно-заочно;576;2;;7;2;3;9;59;140;206;95;41;3;9
5;заочно;118;;2;;;;7;16;21;37;13;4;8;10
6;Численность экстернов, окончивших данный класс;413;23;51;22;26;15;12;22;24;133;23;62;;
7;из них (из стр.06)  обучались:       в форме семейного образования;280;7;38;15;19;14;12;22;23;104;9;17;;
8;в форме самообразования;46;;;;;;;;;;14;32;;
9;по программам, не имеющим государственной аккредитации;83;15;13;7;7;;;;;28;;13;;
