;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;2750;212;263;321;370;268;299;326;343;332;13;3;;;;;;;;
2;В них обучающихся (всего), чел.;54673;4276;5691;6487;7564;5323;5942;6357;6469;6209;289;66;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;1;1;;;;;;;;;;;;;;1;;1;;
4;слабослышащие;25;;2;3;9;4;1;3;2;1;;;;;;16;1;25;;
5;позднооглохшие;2;;;;;;;;1;1;;;;;;2;;2;;
6;слепые;;;;;;;;;;;;;;;;;;;;
7;слабовидящие;89;14;12;13;22;7;8;10;3;;;;;;1;35;;89;;
8;с тяжелыми нарушениями речи;332;43;61;79;88;19;6;12;14;10;;;;;;11;;329;3;
9;с нарушением опорно-двигательного аппарата;116;13;8;20;16;10;10;18;12;4;5;;;;1;94;7;110;;6
10;с задержкой психического развития;4919;275;354;523;614;484;594;669;700;691;12;3;;;6;115;3;4817;75;27
11;с умственной отсталостью (интеллектуальными          нарушениями);517;41;39;45;66;56;67;66;78;57;1;1;;;3;150;;505;5;7
12;с расстройствами аутистического спектра;9;3;;1;1;;2;2;;;;;;;1;2;1;8;;1
13;со сложными дефектами;;;;;;;;;;;;;;;;;;;;
14;с иными ограниченными возможностями          здоровья;4;;2;;;1;;1;;;;;;;;3;;4;;
