;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);16782;945;825;930;778;1124;938;1470;1272;1501;1342;1846;1661;2439;2153;2321;1982;2081;1681;2125;1670
2;в том числе:       руководящие работники – всего;1589;1;1;19;16;88;73;142;118;211;186;239;217;330;297;269;254;173;156;117;106
3;из них:             директор;356;;;2;2;10;5;21;11;26;22;43;40;85;74;80;74;51;47;38;35
4;заместители директора;1052;1;1;17;14;73;62;110;96;143;123;167;148;212;191;157;149;109;96;63;55
5;руководитель филиала;4;;;;;;;1;1;;;;;3;2;;;;;;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);9800;846;754;811;682;855;717;926;827;797;737;1043;981;1406;1321;1260;1167;980;901;876;784
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);8031;677;598;655;537;668;547;678;587;610;556;849;793;1204;1124;1066;977;870;796;754;676
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;2429;296;293;230;228;196;194;157;156;152;152;227;227;487;487;362;362;201;201;121;121
9;русского языка и литературы;939;54;50;54;51;50;48;58;57;85;84;129;129;145;144;130;129;105;104;129;129
10;языка народов России и литературы;;;;;;;;;;;;;;;;;;;;;
11;истории, экономики, права, обществознания;471;27;16;46;24;54;35;43;32;23;15;50;44;58;46;65;62;65;57;40;36
12;информатики;196;10;7;10;8;40;28;31;23;10;9;20;18;33;25;21;17;15;14;6;5
13;физики;227;9;3;7;5;13;9;17;13;14;13;26;23;28;23;33;28;38;35;42;33
14;математики;726;34;32;41;32;33;32;42;40;49;48;77;75;86;86;117;115;132;129;115;111
15;химии;185;9;8;2;1;13;11;15;14;10;10;31;31;23;23;28;28;32;32;22;22
16;географии;242;20;14;22;20;9;7;14;7;9;8;33;29;48;47;41;39;22;19;24;23
17;биологии;239;9;7;13;11;12;9;15;13;13;12;32;31;41;39;38;35;34;31;32;30
18;иностранных языков;936;99;86;87;79;112;105;148;142;136;132;90;85;65;65;42;42;58;56;99;95
19;из них:                         английского языка;778;92;79;78;71;100;93;135;129;110;108;77;72;53;53;29;29;42;40;62;59
20;немецкого языка;113;1;1;4;4;8;8;8;8;21;19;11;11;8;8;10;10;14;14;28;27
21;французского языка;39;4;4;3;2;3;3;4;4;5;5;2;2;4;4;3;3;2;2;9;9
22;китайского языка;1;1;1;;;;;;;;;;;;;;;;;;
23;физической культуры;621;72;50;91;39;77;31;69;36;49;22;59;36;56;33;71;30;46;22;31;12
24;труда (технологии);340;12;9;17;10;26;13;27;17;23;16;33;27;54;34;41;23;58;40;49;24
25;музыки и пения;171;9;9;9;9;13;10;19;16;9;9;15;14;33;33;31;29;22;21;11;11
26;изобразительного искусства, черчения;116;5;5;3;3;6;5;9;9;11;11;12;12;25;24;24;23;15;15;6;5
27;основ безопасности и защиты Родины;59;2;;8;3;5;2;3;1;3;2;5;4;6;2;10;4;12;5;5;
28;основ духовно-нравственной культуры народов России;12;1;1;1;1;;;;;1;1;1;;;;2;2;2;2;4;4
29;прочих предметов;122;9;8;14;13;9;8;11;11;13;12;9;8;16;13;10;9;13;13;18;15
30;учителя-логопеды;165;14;14;18;18;21;21;26;26;25;25;27;27;18;18;10;10;2;2;4;4
31;учителя-дефектологи;90;7;7;13;13;18;18;16;16;10;10;7;7;10;10;4;4;2;2;3;3
32;из них:                      олигофренопедагог;35;1;1;7;7;7;7;7;7;5;5;3;3;2;2;2;2;;;1;1
33;тифлопедагог;;;;;;;;;;;;;;;;;;;;;
34;сурдопедагог;1;;;;;;;;;;;;;;;;;;;1;1
35;социальные педагоги;159;11;10;12;12;12;10;20;19;14;13;21;21;16;16;16;16;13;13;24;23
36;педагоги дополнительного образования;93;12;10;3;3;6;3;5;5;9;6;9;8;14;12;9;9;16;13;10;5
37;педагоги-психологи;245;24;23;31;25;28;25;56;52;25;25;26;25;24;24;18;16;7;7;6;5
38;воспитатели;601;41;40;26;26;35;34;74;74;56;55;72;72;88;88;101;101;53;52;55;54
39;мастера производственного обучения;2;;;;;;;;;;;1;;;;;;;;1;
40;тьюторы;18;;;2;2;2;2;1;1;3;3;1;;2;2;5;5;2;2;;
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;176;33;29;33;30;38;35;30;30;16;16;10;9;6;6;7;7;1;1;2;2
42;другие;220;27;23;18;16;27;22;20;17;29;28;20;19;24;21;24;22;14;13;17;12
43;учебно-вспомогательный персонал;1105;39;29;38;33;60;54;161;144;154;147;141;140;159;155;124;120;128;118;101;90
44;иной персонал;4288;59;41;62;47;121;94;241;183;339;272;423;323;544;380;668;441;800;506;1031;690
45;из них:             ассистент (помощник);12;1;1;;;1;1;;;1;1;1;1;1;1;1;1;3;3;3;3
46;сурдопереводчик;;;;;;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;340;17;17;18;18;27;27;52;52;40;39;51;51;45;45;60;60;23;23;7;7
49;из них воспитатели;296;14;14;12;12;20;20;44;44;37;36;49;49;39;39;53;53;22;22;6;6
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;44;3;3;2;2;2;1;;;3;2;5;5;9;8;6;5;9;9;5;5
51;из них учителя;36;1;1;2;2;1;;;;2;1;5;5;6;5;6;5;8;8;5;5
;;;;;;;;;;;;;;;;;;;;;;
;;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;образования юридического лица);образования юридического лица);образования юридического лица);;;;;;;;;;;;;;;;;;
;;;;;(должность);(должность);(должность);;(Ф.И.О);(Ф.И.О);(Ф.И.О);(подпись);;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;(номер контактного телефона);(номер контактного телефона);;(e-mail);(e-mail);;(дата составления документа);(дата составления документа);;;;;;;;;;
