;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);125813;24816;;62293;;65962;
2;Образовательные программы начального общего образования;51349;7510;47;25094;;26344;
3;из них адаптированные;2206;227;19;796;;940;
4;в том числе:           для глухих;29;;;26;;26;
5;для слабослышащих и позднооглохших;42;1;;25;;25;
6;для слепых;13;;;;;1;
7;для слабовидящих;58;;;5;;8;
8;с тяжелыми нарушениями речи;44;3;;15;;20;
9;с нарушениями опорно-двигательного аппарата;149;4;1;35;;38;
10;с задержкой психического развития;1659;204;16;618;;717;
11;с расстройствами аутистического спектра;212;15;2;72;;105;
12;Образовательные программы основного общего образования;62930;14997;136;31617;;33801;
13;из них адаптированные;2034;221;26;696;;812;
14;в том числе:           для глухих;6;;;6;;6;
15;для слабослышащих и позднооглохших;66;4;;53;;55;
16;для слепых;11;;;;;;
17;для слабовидящих;87;1;;8;;11;
18;с тяжелыми нарушениями речи;9;1;;3;;3;
19;с нарушениями опорно-двигательного аппарата;112;5;;21;;36;
20;с задержкой психического развития;1687;201;25;589;;679;
21;с расстройствами аутистического спектра;56;9;1;16;;22;
22;Образовательные программы среднего общего образования;9846;2250;73;5139;;5320;
23;из них адаптированные;1;1;;;;1;
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;1;1;;;;1;
26;для слепых;;;;;;;
27;для слабовидящих;;;;;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;;;;;;;
30;с задержкой психического развития;;;;;;;
31;с расстройствами аутистического спектра;;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);1688;59;15;443;;497;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);20;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;11;;;;;;
35;основного общего образования (из строки 12);22;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;20;;;;;;
37;среднего общего образования (из строки 22);;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);264;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;117;;;;;;
