;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;124650;51413;25033;11681;63391;30996;12935;9846;5042;5188;323;854;329;7
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;
3;6 лет;984;984;495;958;;;;;;;;3;2;
4;7 лет;10609;10609;5213;9384;;;;;;;;86;39;
5;8 лет;13073;13063;6371;1224;10;;;;;;;106;39;1
6;9 лет;13301;13297;6561;74;4;1;3;;;;;97;37;
7;10 лет;13183;11764;5681;25;1419;741;1213;;;;;98;30;
8;11 лет;13248;1445;625;13;11803;5845;10206;;;;;88;39;1
9;12 лет;13167;192;67;1;12975;6408;1239;;;;;88;34;1
10;13 лет;12663;35;11;;12628;6276;215;;;;;88;33;1
11;14 лет;12411;8;1;1;12402;6029;57;1;;1;;83;33;1
12;15 лет;11609;4;4;1;10890;5230;1;715;368;639;;63;26;2
13;16 лет;5768;2;;;1079;414;;4687;2478;3987;1;35;9;
14;17 лет;3915;5;2;;94;32;;3816;2038;378;;18;8;
15;18 лет;269;;;;13;6;;256;92;36;1;1;;
16;19 лет;68;;;;3;;1;65;29;36;4;;;
17;20 лет;40;;;;5;2;;35;16;2;5;;;
18;21 год;15;;;;8;2;;7;1;3;7;;;
19;22 года;12;;;;3;1;;9;;4;9;;;
20;23 года;11;;;;;;;11;3;7;11;;;
21;24 года;16;;;;5;3;;11;;5;13;;;
22;25 лет;15;;;;5;1;;10;1;5;12;;;
23;26 лет;16;;;;1;;;15;1;8;16;;;
24;27 лет;16;2;1;;2;;;12;2;4;13;;;
25;28 лет;20;;;;8;3;;12;;6;17;;;
26;29 лет;13;;;;3;;;10;3;5;11;;;
27;30–34 года;55;2;;;8;;;45;;9;51;;;
28;35–39 лет;53;1;1;;7;;;45;4;22;52;;;
29;40 лет и старше;100;;;;16;2;;84;6;31;100;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
