;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателя;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Число классов с нормативным сроком освоения программ 9 лет, ед.;39;2;;;3;4;4;4;6;5;7;4;;;
2;В них обучающихся, чел.;254;11;;;17;14;22;39;43;26;47;35;;;
3;Число классов с нормативным сроком освоения программ 10 лет, ед.;23;;3;2;2;2;2;2;2;2;2;2;2;;
4;В них обучающихся, чел.;262;;31;18;24;21;26;26;22;21;27;21;25;;
5;Число классов с нормативным сроком освоения программ 11 лет, ед.;15;;1;;;;1;2;4;2;3;2;;;
6;В них обучающихся, чел.;18;;2;;;;1;3;5;2;3;2;;;
7;Число классов с нормативным сроком освоения программ 12 лет, ед.;16;2;;;1;2;1;1;3;2;1;3;;;
8;В них обучающихся, чел.;78;8;;;4;10;5;6;14;10;6;15;;;
9;Число классов с нормативным сроком освоения программ 13 лет, ед.;19;;;;;;2;5;3;4;4;1;;;
10;В них обучающихся, чел.;76;;;;;;8;20;16;12;19;1;;;
11;Итого классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед. (сумма строк 01, 03, 05, 07, 09);112;4;4;2;6;8;10;14;18;15;17;12;2;;
12;"В них обучающихся, чел. (сумма строк 02, 04, 06, 08, 10;    сумма строк 13-15)";688;19;33;18;45;45;62;94;100;71;102;74;25;;
13;в том числе обучаются:          очно;667;19;32;17;43;45;61;90;99;68;95;74;24;;
14;очно-заочно;21;;1;1;2;;1;4;1;3;7;;1;;
15;заочно;;;;;;;;;;;;;;;
16;из них (из строки 12):       воспитанники (без приходящих учащихся);187;;3;1;7;7;17;25;29;24;22;46;6;;
17;девочки;204;3;8;5;10;13;15;25;32;23;41;20;9;;
18;лица с ограниченными возможностями здоровья;688;19;33;18;45;45;62;94;100;71;102;74;25;;
19;из них (из строки 18):             инвалиды;119;17;;;10;10;10;6;20;17;9;17;3;;
20;дети-инвалиды;280;2;23;16;21;20;24;47;40;24;45;14;4;;
21;инвалиды (кроме учтенных в строке 19);;;;;;;;;;;;;;;
22;дети-инвалиды (кроме учтенных в строке 20);;;;;;;;;;;;;;;
23;дети-сироты и дети, оставшиеся без попечения родителей;;;;;;;;;;;;;;;
24;из них воспитанники (без приходящих учащихся);;;;;;;;;;;;;;;
25;обучающиеся иностранные граждане;4;;;;;;;;2;;2;;;;
26;из них девочки;1;;;;;;;;1;;;;;;
27;обучающиеся лица без гражданства;;;;;;;;;;;;;;;
