;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);76657;8146;8280;8231;8224;8107;7770;7610;7525;7163;2900;2627;33;41
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);76539;8146;8280;8229;8222;8104;7767;7606;7521;7084;2897;2609;33;41
3;в том числе обучались:       очно;76360;8146;8280;8229;8222;8103;7766;7604;7503;7036;2869;2602;;
4;очно-заочно;130;;;;;1;1;1;14;36;27;6;15;29
5;заочно;49;;;;;;;1;4;12;1;1;18;12
6;Численность экстернов, окончивших данный класс;118;;;2;2;3;3;4;4;79;3;18;;
7;из них (из стр.06)  обучались:       в форме семейного образования;104;;;2;2;3;3;4;4;77;3;6;;
8;в форме самообразования;10;;;;;;;;;;;10;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
