;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;1240;129;151;158;164;125;126;123;120;141;2;1;;;;;;;;
2;В них обучающихся (всего), чел.;28783;2785;3625;3689;3836;2829;2936;2898;2675;3286;117;107;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;4;;;;;2;1;1;;;;;;;;;;4;;
4;слабослышащие;12;2;;;3;1;4;1;;1;;;;;;8;;12;;
5;позднооглохшие;;;;;;;;;;;;;;;;;;;;
6;слепые;;;;;;;;;;;;;;;;;;;;
7;слабовидящие;25;4;4;2;2;6;1;2;3;1;;;;;;11;;25;;
8;с тяжелыми нарушениями речи;992;187;196;207;161;69;46;38;54;34;;;;;;25;;971;21;
9;с нарушением опорно-двигательного аппарата;22;3;3;3;2;2;3;4;2;;;;;;;18;;22;;
10;с задержкой психического развития;1487;82;97;123;185;145;172;180;219;283;1;;;;1;53;;1477;10;
11;с умственной отсталостью (интеллектуальными          нарушениями);71;10;4;11;13;6;5;11;7;4;;;;;;36;;71;;
12;с расстройствами аутистического спектра;18;4;6;5;1;;;2;;;;;;;1;15;;18;;
13;со сложными дефектами;5;;2;1;;;1;;1;;;;;;;5;;5;;
14;с иными ограниченными возможностями          здоровья;51;3;6;3;8;6;5;6;5;7;1;1;;;;45;;51;;
