;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;81407;77197;2687;2;216;6;613;4210;4198;43;927;;21;81190;138;79
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;;;;;;;;;;;;;;;;
3;с применением электронного обучения;;;;;;;;;;;;;;;;
4;с применением дистанционных образовательных технологий;29524;28428;279;1;39;6;216;1096;1096;1;85;;;29508;16;
5;по индивидуальным учебным планам;447;343;244;;22;1;18;104;92;1;85;;;447;;
6;на дому;443;252;182;;77;1;51;191;190;4;152;;;439;4;
7;в медицинской организации;17;15;;;;;15;2;2;;;;;17;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);16;14;4;;2;1;3;2;2;;1;;;16;;
9;по индивидуальным учебным планам (из строки 05);80;51;35;;11;1;16;29;29;1;25;;;80;;
