;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;2523;266;286;292;292;268;285;258;256;252;34;34;;
2;В них обучающихся, чел.;57424;6012;6585;6805;6861;6171;6492;5777;5654;5756;721;590;;
3;Число классов с углубленным изучением отдельных предметов, ед.;245;2;4;2;4;12;3;19;22;25;74;64;7;7
4;В них обучающихся, чел.;5185;46;105;53;102;309;81;502;544;619;1474;1256;49;45
5;Число гимназических классов, ед.;390;34;35;36;33;40;41;39;40;40;28;24;;
6;В них обучающихся, чел.;10300;912;978;971;940;1084;1093;1059;1018;986;677;582;;
7;Число лицейских классов, ед.;170;11;14;15;15;18;16;18;18;17;14;14;;
8;В них обучающихся, чел.;4288;261;367;418;380;498;425;446;444;407;329;313;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;3328;313;339;345;344;338;345;334;336;334;150;136;7;7
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";77197;7231;8035;8247;8283;8062;8091;7784;7660;7768;3201;2741;49;45
11;в том числе обучаются:          очно;76984;7231;8035;8247;8283;8062;8090;7782;7635;7720;3140;2740;19;
12;очно-заочно;134;;;;;;1;1;23;27;48;1;17;16
13;заочно;79;;;;;;;1;2;21;13;;13;29
14;Из строки 10:          воспитанники (без приходящих учащихся);189;15;18;24;15;19;21;24;25;22;2;4;;
15;девочки;38436;3528;3962;4111;4080;4037;4012;3880;3773;3868;1710;1442;16;17
16;оставленные на повторное обучение;527;49;23;19;93;18;35;39;41;195;10;5;;
17;лица с ограниченными возможностями здоровья;2687;295;318;355;375;237;238;245;291;330;2;1;;
18;из них:                инвалиды;2;;1;;;;;;;1;;;;
19;дети-инвалиды;216;35;27;22;29;21;20;23;17;20;1;1;;
20;инвалиды (кроме учтенных в строке 18);6;;;1;1;1;1;;1;;;1;;
21;дети-инвалиды (кроме учтенных в строке 19);613;33;49;56;62;58;88;75;61;68;37;25;1;
22;дети-сироты и дети, оставшиеся без попечения родителей;536;35;30;44;52;54;60;64;66;83;24;23;1;
23;из них воспитанники (без приходящих учащихся);;;;;;;;;;;;;;
24;обучающиеся иностранные граждане;611;98;105;91;64;66;52;49;37;42;3;4;;
25;из них девочки;268;32;46;44;34;27;26;23;9;23;2;2;;
26;обучающиеся лица без гражданства;13;3;4;;1;1;2;1;;1;;;;
