;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);6212;2653;2733;543;114;105;;64;177;6099;72;41
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;169;61;70;;15;23;;;;169;;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;58;11;24;;10;13;;;;58;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;68;41;27;;;;;;;68;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;5330;2536;2404;203;95;61;;31;2;5329;;1
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;260;124;91;4;22;18;;1;;259;;1
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;60;31;28;1;;;;;;60;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;195;;43;137;;15;;;3;195;;
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;92;;10;82;;;;;15;79;;13
10;в связи с переходом на семейное образование и самообразование;151;24;111;12;3;1;;;;147;;4
11;по болезни;;;;;;;;;;;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;29;;18;7;;2;;2;26;19;1;9
13;выбыло по другим причинам;246;32;77;102;1;3;;31;131;161;71;14
