;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;236599;229936;3611;24;1184;51;1580;6663;6663;174;3386;;;235183;1086;330
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;21048;20999;86;;44;;57;49;49;;14;;;20990;54;4
3;с применением электронного обучения;54900;53614;500;5;139;;127;1286;1286;42;604;;;54627;131;142
4;с применением дистанционных образовательных технологий;3450;3409;31;1;24;;25;41;41;;16;;;3446;;4
5;по индивидуальным учебным планам;5806;4240;1776;20;766;1;193;1566;1566;91;1214;;;5671;17;118
6;на дому;2591;1210;939;19;636;;120;1381;1381;91;1183;;;2591;;
7;в медицинской организации;35;35;;;;;;;;;;;;35;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);33;33;20;1;19;;13;;;;;;;33;;
9;по индивидуальным учебным планам (из строки 05);2591;1210;939;19;636;;120;1381;1381;91;1183;;;2591;;
