;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);29455;1556;1298;1321;1101;1951;1629;3069;2643;3570;3138;4179;3651;4469;3858;4146;3403;3150;2299;2044;1446
2;в том числе:       руководящие работники – всего;1807;2;2;35;25;96;68;189;158;264;235;354;329;347;323;277;244;152;142;91;82
3;из них:             директор;659;;;7;4;29;9;55;36;76;57;125;107;124;112;120;99;71;62;52;44
4;заместители директора;969;1;1;22;19;57;52;106;98;158;149;193;186;197;186;139;129;65;64;31;30
5;руководитель филиала;;;;;;;;;;;;;;;;;;;;;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);16572;1430;1217;1072;910;1299;1114;1766;1577;1812;1661;2105;1944;2409;2244;2136;1959;1578;1389;965;839
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);13268;1097;928;808;677;968;813;1297;1143;1365;1247;1682;1553;2025;1894;1859;1706;1363;1206;804;712
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;4074;362;361;232;229;275;273;303;302;384;384;616;616;857;856;632;630;287;287;126;126
9;русского языка и литературы;1654;106;100;84;80;77;77;162;160;151;147;182;180;238;237;247;245;243;238;164;164
10;языка народов России и литературы;1;;;;;;;;;;;;;;;1;1;;;;
11;истории, экономики, права, обществознания;908;113;73;76;59;88;52;93;74;97;85;106;95;98;77;112;95;80;66;45;38
12;информатики;268;23;13;28;23;34;23;41;27;19;16;33;24;31;21;33;26;19;12;7;3
13;физики;387;31;20;21;13;22;12;27;19;24;17;39;26;50;38;66;54;58;45;49;29
14;математики;1326;85;73;70;61;82;76;132;117;127;123;154;148;179;172;186;180;185;176;126;116
15;химии;290;14;14;8;7;20;18;26;24;37;36;35;35;40;40;40;38;44;44;26;25
