;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);22439;120;10;63;12;107;21959;356;124;43;43;7;26;;;22482;88;;;;;2
2;в том числе:       получили аттестат об основном общем образовании;20635;117;10;62;10;103;20303;252;80;43;43;7;26;;;20678;67;;;;;2
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;7993;14;;12;;31;7905;66;22;16;16;2;14;;;8009;1;;;;;
4;получили на ГИА неудовлетворительные результаты;1749;3;;1;2;4;1610;98;41;;;;;;;1749;18;;;;;
5;не участвовали в ГИА;55;;;;;;46;6;3;;;;;;;55;3;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;908;4;;4;;2;908;;;;;;;;;908;1;;;;;
7;в IV квартале прошлого года;4;;;;;;4;;;;;;;;;4;;;;;;
8;после 1 сентября текущего года;2145;3;;2;;1;2040;72;33;;;;;;;2145;11;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);7141;16;2;9;19;42;6937;167;37;4;4;4;;;;7145;26;;;;;
10;в том числе:       получили аттестат о среднем общем образовании;7078;16;2;9;17;42;6898;154;26;4;4;4;;;;7082;25;;;;;
11;получили на ГИА неудовлетворительные результаты;48;;;;2;;35;7;6;;;;;;;48;1;;;;;
12;не участвовали в ГИА;15;;;;;;4;6;5;;;;;;;15;;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;1058;1;;1;;4;1058;;;1;1;1;;;;1059;10;;;;;
14;в IV квартале прошлого года;9;;;;;;9;;;;;;;;;9;;;;;;
15;после 1 сентября текущего года;23;;;;;;19;2;2;;;;;;;23;1;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;6991;15;1;9;9;36;6921;47;23;1;1;1;;;;6992;26;;;;;
17;участвовали в ЕГЭ по русскому языку (из строки 16);6974;11;1;8;9;33;6908;44;22;1;1;1;;;;6975;25;;;;;
18;из них сдали ЕГЭ;6952;10;;8;8;33;6893;41;18;1;1;1;;;;6953;25;;;;;
19;участвовали в ЕГЭ по математике (из строки 16);6989;11;1;8;9;33;6920;47;22;1;1;1;;;;6990;26;;;;;
20;из них сдали ЕГЭ;6943;11;1;8;9;32;6881;42;20;1;1;1;;;;6944;24;;;;;
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;135;1;1;;10;6;12;114;9;3;3;3;;;;138;;;;;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;191;184;9;62;;7;189;2;;747;747;35;303;;;938;;;;;;
23;"Справочно. Код по ОКЕИ: человек – 792  Из численности обучавшихся во всех классах, получивших аттестат о сред-нем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 18):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";554;;;;;;;;;;;;;;;;;;;;;
