;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);15590;5406;7751;2108;86;23;3;213;907;14724;726;140
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;283;115;140;12;5;3;;8;7;226;57;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;99;33;55;11;;;;;;97;2;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;48;22;26;;;;;;6;48;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;12844;5160;6677;728;78;20;2;179;135;12710;106;28
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;584;204;338;27;4;;;11;;577;;7
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;101;59;42;;;;;;;101;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;675;;187;488;;;;;19;659;9;7
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;596;;229;367;;;;;20;575;10;11
10;в связи с переходом на семейное образование и самообразование;266;52;172;38;2;;;2;2;250;2;14
11;по болезни;16;;6;10;;;;;14;2;14;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;119;;53;66;;;;;66;83;25;11
13;выбыло по другим причинам;791;79;287;399;1;;1;24;644;219;503;69
