;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;229936;93690;46026;20193;119341;58352;24392;16905;8577;8891;1408;586;236;4
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;
3;6 лет;1301;1301;694;1301;;;;;;;;7;4;1
4;7 лет;18488;18488;9288;16711;;;;;;;;46;19;
5;8 лет;22977;22977;11363;2079;;;;;;;;61;29;
6;9 лет;24535;24534;11981;86;1;;1;;;;;58;29;
7;10 лет;25173;23251;11400;9;1922;1038;1921;;;;;64;28;2
8;11 лет;24581;2724;1150;2;21857;10994;19707;;;;;60;20;
9;12 лет;25029;318;120;1;24711;12255;2482;;;;2;58;23;
10;13 лет;23245;59;17;;23186;11317;199;;;;12;68;27;
11;14 лет;22325;12;4;;22309;10920;53;4;1;4;29;66;26;
12;15 лет;21213;7;5;;20218;9833;9;988;562;985;121;47;14;1
13;16 лет;11625;4;1;;3721;1536;5;7900;4177;6953;193;35;13;
14;17 лет;7883;1;1;;866;329;2;7016;3507;788;225;9;2;
15;18 лет;771;2;1;;233;82;;536;260;52;120;2;2;
16;19 лет;107;;;;51;13;;56;20;5;64;;;
17;20 лет;75;;;;34;13;;41;10;3;55;;;
18;21 год;48;;;;18;7;;30;2;7;42;1;;
19;22 года;47;4;1;4;14;3;1;29;1;6;39;1;;
20;23 года;18;1;;;9;;1;8;2;;15;;;
21;24 года;19;3;;;9;1;1;7;1;2;16;1;;
22;25 лет;23;1;;;5;;2;17;3;3;22;1;;
23;26 лет;26;;;;9;;1;17;2;4;26;;;
24;27 лет;22;1;;;6;;1;15;;3;22;;;
25;28 лет;34;;;;9;1;;25;2;9;34;;;
26;29 лет;33;1;;;13;1;;19;2;4;33;;;
27;30–34 года;96;1;;;39;4;2;56;5;19;96;;;
28;35–39 лет;72;;;;27;1;2;45;6;13;72;;;
29;40 лет и старше;170;;;;74;4;2;96;14;31;170;1;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
