;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;2644;229;292;347;373;261;290;290;276;252;17;16;1;;;;;;;
2;В них обучающихся (всего), чел.;49211;4262;5549;6493;7282;4739;5610;5051;4759;4860;320;284;2;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;2;;;;;;;;1;1;;;;;;2;;2;;
4;слабослышащие;44;3;5;6;2;4;7;4;5;6;1;1;;;;32;;44;;
5;позднооглохшие;4;;1;1;;;;2;;;;;;;;3;;4;;
6;слепые;;;;;;;;;;;;;;;;;;;;
7;слабовидящие;76;3;8;10;9;9;11;9;4;10;2;1;;;;56;;76;;
8;с тяжелыми нарушениями речи;228;34;45;31;39;22;16;20;12;9;;;;;;49;;228;;
9;с нарушением опорно-двигательного аппарата;310;40;34;34;42;20;33;28;30;29;10;10;;;4;272;1;310;;
10;с задержкой психического развития;1656;158;204;277;289;149;180;156;149;92;1;;1;;3;248;1;1650;6;
11;с умственной отсталостью (интеллектуальными          нарушениями);1276;61;75;122;147;155;171;157;161;215;5;7;;;17;512;;1274;2;
12;с расстройствами аутистического спектра;15;7;1;4;1;1;;;;1;;;;;;10;;15;;
13;со сложными дефектами;;;;;;;;;;;;;;;;;;;;
14;с иными ограниченными возможностями          здоровья;;;;;;;;;;;;;;;;;;;;
