;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);13450;431;1;42;2;62;13404;44;2;279;269;1;13;;;13729;51;1;;;;
2;в том числе:       получили аттестат об основном общем образовании;13205;430;1;42;2;62;13164;40;1;279;269;1;13;;;13484;47;1;;;;
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;4398;22;;10;;22;4382;16;;11;11;1;6;;;4409;;;;;;
4;получили на ГИА неудовлетворительные результаты;227;;;;;;224;2;1;;;;;;;227;4;;;;;
5;не участвовали в ГИА;18;1;;;;;16;2;;;;;;;;18;;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;692;2;;1;;1;692;;;1;1;;;;;693;3;;;;;
7;в IV квартале прошлого года;4;;;;;;4;;;;;;;;;4;;;;;;
8;после 1 сентября текущего года;387;3;;;;;384;3;;;;;;;;387;;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);4742;16;5;10;8;16;4701;18;23;;;;;;;4742;6;;;;;
10;в том числе:       получили аттестат о среднем общем образовании;4706;16;5;10;8;16;4670;17;19;;;;;;;4706;6;;;;;
11;получили на ГИА неудовлетворительные результаты;22;;;;;;17;1;4;;;;;;;22;;;;;;
12;не участвовали в ГИА;14;;;;;;14;;;;;;;;;14;;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;970;2;;1;1;3;970;;;;;;;;;970;1;;;;;
14;в IV квартале прошлого года;;;;;;;;;;;;;;;;;;;;;;
15;после 1 сентября текущего года;2;;;;1;;2;;;;;;;;;2;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;4625;14;5;8;7;16;4584;18;23;;;;;;;4625;6;;;;;
17;участвовали в ЕГЭ по русскому языку (из строки 16);4621;14;5;8;7;15;4584;16;21;;;;;;;4621;6;;;;;
18;из них сдали ЕГЭ;4589;14;5;8;7;15;4553;16;20;;;;;;;4589;6;;;;;
19;участвовали в ЕГЭ по математике (из строки 16);4625;14;5;8;7;15;4584;18;23;;;;;;;4625;6;;;;;
20;из них сдали ЕГЭ;4590;14;5;8;7;15;4554;17;19;;;;;;;4590;6;;;;;
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;103;2;;2;1;;103;;;;;;;;;103;;;;;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;14;10;1;4;;;14;;;563;561;25;110;;;577;2;;;;;
23;"Справочно. Код по ОКЕИ: человек – 792  Из численности обучавшихся во всех классах, получивших аттестат о сред-нем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 18):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";630;;;;;;;;;;;;;;;;;;;;;
24;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";340;;;;;;;;;;;;;;;;;;;;;
25;"Из численности обучавшихся экстернов, получивших аттестат о среднем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 19):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";1;;;;;;;;;;;;;;;;;;;;;
26;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;;;;;;;;;;;;;;;;;
