;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;5720;656;666;655;695;653;655;579;566;587;4;3;;1
2;В них обучающихся, чел.;104711;12475;12666;12337;12954;12267;12018;10093;9573;10268;31;26;;3
3;Число классов с углубленным изучением отдельных предметов, ед.;868;;27;27;23;28;28;69;88;68;267;240;2;1
4;В них обучающихся, чел.;16986;;687;723;620;738;757;1756;2149;1697;4291;3524;30;14
5;Число гимназических классов, ед.;302;12;25;27;26;35;34;34;34;35;20;20;;
6;В них обучающихся, чел.;7579;267;664;703;670;900;854;876;848;851;478;468;;
7;Число лицейских классов, ед.;379;13;32;30;33;40;40;44;40;40;35;32;;
8;В них обучающихся, чел.;10172;354;896;864;904;1083;1096;1192;1052;1051;898;782;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;7269;681;750;739;777;756;757;726;728;730;326;295;2;2
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";139448;13096;14913;14627;15148;14988;14725;13917;13622;13867;5698;4800;30;17
11;в том числе обучаются:          очно;139168;13095;14911;14625;15144;14970;14712;13877;13587;13816;5666;4765;;
12;очно-заочно;207;1;2;2;3;;2;23;33;50;32;12;30;17
13;заочно;73;;;;1;18;11;17;2;1;;23;;
14;Из строки 10:          воспитанники (без приходящих учащихся);318;4;27;29;28;37;47;48;55;38;3;2;;
15;девочки;68853;6384;7422;7162;7511;7422;7190;6837;6643;6786;2929;2548;12;7
16;оставленные на повторное обучение;717;129;86;43;58;29;47;53;56;191;20;;5;
17;лица с ограниченными возможностями здоровья;4376;411;457;549;556;399;463;450;546;521;11;13;;
18;из них:                инвалиды;7;;;;;;2;2;1;1;;1;;
19;дети-инвалиды;422;45;42;41;54;40;51;40;58;34;8;9;;
20;инвалиды (кроме учтенных в строке 18);15;1;;;1;3;1;2;2;3;1;1;;
21;дети-инвалиды (кроме учтенных в строке 19);1026;86;94;77;118;96;113;109;117;118;50;48;;
22;дети-сироты и дети, оставшиеся без попечения родителей;614;31;42;41;59;59;64;75;101;90;25;27;;
23;из них воспитанники (без приходящих учащихся);27;;2;2;;1;4;3;4;7;3;1;;
24;обучающиеся иностранные граждане;138;11;9;10;10;15;8;8;25;20;13;9;;
25;из них девочки;38;4;5;6;6;3;3;3;2;5;1;;;
26;обучающиеся лица без гражданства;1;;;;;;;;;;1;;;
