;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);139274;15136;14680;15174;15041;14756;13940;13631;13649;13262;5270;4708;22;5
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);139021;15099;14653;15150;15005;14737;13915;13618;13636;13215;5265;4701;22;5
3;в том числе обучались:       очно;138788;15099;14653;15149;15005;14726;13896;13578;13611;13174;5227;4670;;
4;очно-заочно;174;;;;;;9;23;25;40;38;12;22;5
5;заочно;59;;;1;;11;10;17;;1;;19;;
6;Численность экстернов, окончивших данный класс;253;37;27;24;36;19;25;13;13;47;5;7;;
7;из них (из стр.06)  обучались:       в форме семейного образования;252;37;27;24;36;19;25;13;13;47;5;6;;
8;в форме самообразования;1;;;;;;;;;;;1;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
