;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;145385;139448;4376;7;422;15;1026;5937;5937;147;1530;;;145105;207;73
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;1660;1597;28;;;;8;63;63;2;8;;;1660;;
3;с применением электронного обучения;1755;1755;1;;;;8;;;;;;;1755;;
4;с применением дистанционных образовательных технологий;1652;1652;183;2;154;2;33;;;;;;;1651;;1
5;по индивидуальным учебным планам;1296;1103;519;2;186;2;57;193;193;8;110;;;1294;2;
6;на дому;1271;693;371;2;233;3;85;578;578;41;443;;;1263;8;
7;в медицинской организации;4;4;;;;;1;;;;;;;4;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);274;274;180;2;153;2;29;;;;;;;274;;
9;по индивидуальным учебным планам (из строки 05);565;424;258;2;176;2;49;141;136;5;93;;;565;;
