;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);23515;1346;1173;1349;1161;1677;1466;2690;2428;2754;2502;2852;2617;2982;2709;2502;2221;2570;2105;2793;2259
2;в том числе:       руководящие работники – всего;1635;8;5;13;8;70;46;200;163;236;200;302;274;314;278;217;195;160;131;115;96
3;из них:             директор;352;;;;;6;2;28;19;33;23;45;40;72;64;76;70;45;36;47;41
4;заместители директора;1083;7;5;13;8;57;38;134;108;165;140;215;193;210;182;118;102;103;86;61;48
5;руководитель филиала;8;;;;;1;1;;;2;2;2;2;1;1;1;1;1;1;;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);15689;1221;1081;1175;1017;1297;1153;1947;1775;1863;1734;1835;1748;1963;1849;1564;1477;1431;1293;1393;1262
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);11162;937;818;819;686;842;720;1210;1063;1206;1100;1280;1207;1461;1360;1183;1104;1109;994;1115;1011
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;3568;456;450;311;306;240;237;333;331;364;364;400;400;577;575;421;418;267;267;199;199
9;русского языка и литературы;1266;68;65;68;59;65;61;99;95;121;119;168;166;161;160;135;133;168;165;213;212
10;языка народов России и литературы;;;;;;;;;;;;;;;;;;;;;
11;истории, экономики, права, обществознания;650;41;25;57;32;65;46;79;49;61;48;73;66;83;78;69;63;62;55;60;51
12;информатики;295;24;15;26;18;34;23;44;32;37;26;35;32;44;36;23;17;21;16;7;4
13;физики;295;9;6;14;10;10;8;22;17;17;14;30;24;44;36;48;43;39;30;62;51
14;математики;1057;55;43;57;46;73;61;106;99;119;108;120;114;141;140;114;105;134;130;138;133
15;химии;204;8;6;13;12;10;9;19;15;9;9;21;20;16;14;25;25;35;35;48;48
16;географии;306;20;16;20;19;17;14;30;27;25;21;45;43;40;37;31;30;38;35;40;39
17;биологии;325;23;20;15;12;20;16;28;25;37;36;24;23;43;39;49;48;37;35;49;45
18;иностранных языков;1309;88;79;112;99;141;132;263;252;218;211;163;156;84;80;64;63;73;71;103;100
19;из них:                         английского языка;1264;87;79;106;93;138;129;255;244;215;208;160;153;82;78;60;59;64;63;97;94
20;немецкого языка;29;;;4;4;;;6;6;1;1;2;2;1;1;4;4;6;5;5;5
21;французского языка;7;;;1;1;;;;;1;1;;;1;1;;;3;3;1;1
22;китайского языка;2;1;;1;1;;;;;;;;;;;;;;;;
23;физической культуры;811;104;58;86;42;82;40;98;48;76;45;79;67;79;52;68;50;83;48;56;27
24;труда (технологии);429;7;6;8;6;25;19;34;26;52;34;60;47;60;42;56;44;68;41;59;31
25;музыки и пения;205;14;13;11;10;22;19;14;14;17;17;14;14;33;31;27;27;29;28;24;23
26;изобразительного искусства, черчения;175;13;13;9;8;17;16;17;16;25;23;22;22;15;13;17;16;21;19;19;18
27;основ безопасности и защиты Родины;94;5;2;5;2;5;4;9;2;8;6;13;3;12;;13;2;14;2;10;4
28;основ духовно-нравственной культуры народов России;8;;;;;;;;;1;1;1;1;1;1;1;1;1;1;3;3
29;прочих предметов;165;2;1;7;5;16;15;15;15;19;18;12;9;28;26;22;19;19;16;25;23
30;учителя-логопеды;532;29;29;44;44;71;71;84;84;95;95;73;73;59;59;33;33;24;24;20;20
31;учителя-дефектологи;255;18;18;34;33;23;23;42;42;35;35;28;28;31;31;15;14;15;14;14;14
32;из них:                      олигофренопедагог;53;4;4;7;7;8;8;6;6;8;8;5;5;5;5;5;4;2;1;3;3
33;тифлопедагог;2;;;;;;;;;;;2;2;;;;;;;;
34;сурдопедагог;13;2;2;1;1;1;1;1;1;1;1;;;1;1;1;1;3;3;2;2
35;социальные педагоги;196;7;6;13;12;24;23;32;32;27;27;20;20;22;20;15;15;17;16;19;19
36;педагоги дополнительного образования;264;25;15;25;16;22;12;31;26;34;28;18;17;20;18;20;19;32;22;37;27
37;педагоги-психологи;456;20;19;35;33;67;62;85;79;83;81;71;67;41;41;20;20;20;20;14;12
38;воспитатели;2013;129;129;134;133;180;180;364;362;282;280;256;255;239;237;208;207;134;133;87;84
39;мастера производственного обучения;1;;;;;;;1;;;;;;;;;;;;;
40;тьюторы;99;10;10;11;10;14;12;15;15;10;9;7;7;10;9;9;9;5;4;8;7
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;106;11;8;20;17;16;15;19;19;18;17;14;14;2;2;1;1;3;3;2;2
42;другие;605;35;29;40;33;38;35;64;53;73;62;68;60;78;72;60;55;72;63;77;66
43;учебно-вспомогательный персонал;1834;48;44;69;67;170;158;275;264;294;286;233;219;212;205;188;181;183;164;162;148
44;иной персонал;4357;69;43;92;69;140;109;268;226;361;282;482;376;493;377;533;368;796;517;1123;753
45;из них:             ассистент (помощник);64;5;5;3;3;7;7;6;6;11;11;8;8;4;4;6;6;6;6;8;7
46;сурдопереводчик;;;;;;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;1933;99;95;147;145;196;193;369;363;297;294;263;263;222;222;178;178;108;108;54;54
49;из них воспитатели;1498;85;85;115;115;151;151;303;302;230;230;201;201;166;166;141;141;75;75;31;31
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;64;1;1;2;1;3;1;4;3;8;7;11;10;12;12;4;4;12;12;7;5
51;из них учителя;58;1;1;2;1;3;1;4;3;7;6;10;9;11;11;4;4;9;9;7;5
;;;;;;;;;;;;;;;;;;;;;;
