;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);193078;23034;22365;21935;20673;20553;19095;18924;18484;16858;5915;4959;196;87
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);192185;22955;22259;21863;20599;20507;19060;18901;18445;16600;5896;4821;196;83
3;в том числе обучались:       очно;191417;22953;22258;21857;20581;20499;19055;18883;18401;16493;5621;4810;6;
4;очно-заочно;700;2;1;6;18;8;5;9;44;106;254;11;171;65
5;заочно;68;;;;;;;9;;1;21;;19;18
6;Численность экстернов, окончивших данный класс;893;79;106;72;74;46;35;23;39;258;19;138;;4
7;из них (из стр.06)  обучались:       в форме семейного образования;689;61;91;58;67;37;33;20;31;257;10;24;;
8;в форме самообразования;126;;;;;;;;;;8;114;;4
9;по программам, не имеющим государственной аккредитации;55;17;15;11;6;6;;;;;;;;
