;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;7322;819;855;854;833;787;777;713;699;701;143;114;13;14
2;В них обучающихся, чел.;181942;20672;22218;21892;21528;19759;19594;17520;17230;16799;2561;1866;149;154
3;Число классов с углубленным изучением отдельных предметов, ед.;525;;6;5;5;20;21;42;45;46;174;157;4;
4;В них обучающихся, чел.;12083;;127;98;103;512;510;1067;1267;1239;3974;3145;41;
5;Число гимназических классов, ед.;156;12;14;13;15;16;17;17;18;15;10;9;;
6;В них обучающихся, чел.;4319;350;418;359;426;450;448;473;480;424;269;222;;
7;Число лицейских классов, ед.;34;2;3;2;2;2;2;5;5;6;2;3;;
8;В них обучающихся, чел.;930;59;78;60;59;58;52;136;128;156;61;83;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;8037;833;878;874;855;825;817;777;767;768;329;283;17;14
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";199274;21081;22841;22409;22116;20779;20604;19196;19105;18618;6865;5316;190;154
11;в том числе обучаются:          очно;198503;21079;22835;22407;22107;20769;20599;19190;19040;18516;6648;5313;;
12;очно-заочно;705;2;2;2;9;1;5;6;65;93;204;3;177;136
13;заочно;66;;4;;;9;;;;9;13;;13;18
14;Из строки 10:          воспитанники (без приходящих учащихся);1079;124;133;116;100;122;114;93;128;126;15;8;;
15;девочки;98444;10233;11277;10918;10866;10123;10110;9470;9505;9283;3660;2868;75;56
16;оставленные на повторное обучение;512;93;56;29;48;28;48;37;67;89;16;;1;
17;лица с ограниченными возможностями здоровья;11230;1151;1451;1630;1524;763;1037;1113;1190;1317;22;32;;
18;из них:                инвалиды;14;;1;3;1;;1;1;3;2;;2;;
19;дети-инвалиды;659;100;75;69;68;64;62;65;76;57;12;11;;
20;инвалиды (кроме учтенных в строке 18);15;3;1;2;1;1;1;;1;4;;1;;
21;дети-инвалиды (кроме учтенных в строке 19);1070;72;79;90;117;112;109;134;139;120;52;46;;
22;дети-сироты и дети, оставшиеся без попечения родителей;1147;61;81;109;97;136;139;140;156;158;36;31;2;1
23;из них воспитанники (без приходящих учащихся);9;;;;;1;2;2;;4;;;;
24;обучающиеся иностранные граждане;4261;535;603;589;567;469;433;368;329;257;75;35;1;
25;из них девочки;1792;219;256;265;225;191;181;151;137;106;41;20;;
26;обучающиеся лица без гражданства;43;2;5;6;6;;3;3;11;7;;;;
