;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);206585;38210;;177826;286;150809;773
2;Образовательные программы начального общего образования;90667;16278;149;78453;114;66863;122
3;из них адаптированные;8003;983;24;6414;54;5593;54
4;в том числе:           для глухих;15;;;1;;1;
5;для слабослышащих и позднооглохших;78;6;;25;;22;
6;для слепых;6;;;5;;2;
7;для слабовидящих;124;2;1;100;;38;
8;с тяжелыми нарушениями речи;2616;298;2;2194;29;2097;29
9;с нарушениями опорно-двигательного аппарата;181;7;;153;2;78;2
10;с задержкой психического развития;4898;650;20;3861;23;3288;23
11;с расстройствами аутистического спектра;85;20;1;75;;67;
12;Образовательные программы основного общего образования;100312;18737;209;87220;153;73734;572
13;из них адаптированные;7406;1020;24;5593;7;4589;11
14;в том числе:           для глухих;19;1;;1;;;
15;для слабослышащих и позднооглохших;126;6;;34;;31;
16;для слепых;3;;;3;;1;
17;для слабовидящих;146;12;1;124;1;49;1
18;с тяжелыми нарушениями речи;543;101;;458;2;408;2
19;с нарушениями опорно-двигательного аппарата;178;9;;152;;63;
20;с задержкой психического развития;6348;890;23;4784;4;4004;8
21;с расстройствами аутистического спектра;43;1;;37;;33;
22;Образовательные программы среднего общего образования;12526;3103;104;10863;17;9482;77
23;из них адаптированные;55;9;;48;;19;1
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;5;;;1;;;
26;для слепых;;;;;;;
27;для слабовидящих;11;4;;10;;6;
28;с тяжелыми нарушениями речи;1;;;1;;1;
29;с нарушениями опорно-двигательного аппарата;24;4;;23;;4;1
30;с задержкой психического развития;13;1;;13;;8;
31;с расстройствами аутистического спектра;1;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);3080;92;13;1290;2;730;2
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);17;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;9;;;;;;
35;основного общего образования (из строки 12);24;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;19;;;;;;
37;среднего общего образования (из строки 22);3;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;1;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);277;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;5;;;;;;
