;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);16668;1446;7;81;;68;16559;108;1;405;405;1;14;;;17073;283;21;;;;1
2;в том числе:       получили аттестат об основном общем образовании;16542;1444;7;81;;68;16435;106;1;405;405;1;14;;;16947;252;21;;;;1
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;5722;41;1;13;;14;5691;30;1;16;16;;2;;;5738;4;;;;;
4;получили на ГИА неудовлетворительные результаты;122;1;;;;;120;2;;;;;;;;122;27;;;;;
5;не участвовали в ГИА;4;1;;;;;4;;;;;;;;;4;4;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;687;6;;6;;3;686;1;;1;1;;;;;688;8;;;;;
7;в IV квартале прошлого года;;;;;;;;;;;;;;;;;;;;;;
8;после 1 сентября текущего года;446;19;;;;;444;2;;5;5;;;;;451;36;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);4911;35;4;7;7;26;4816;77;18;6;6;;;;;4917;147;1;;;;1
10;в том числе:       получили аттестат о среднем общем образовании;4902;34;4;7;7;26;4809;76;17;6;6;;;;;4908;141;1;;;;
11;получили на ГИА неудовлетворительные результаты;7;1;;;;;7;;;;;;;;;7;4;;;;;
12;не участвовали в ГИА;2;;;;;;;1;1;;;;;;;2;2;;;;;1
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;744;;;;;8;744;;;;;;;;;744;11;;;;;
14;в IV квартале прошлого года;;;;;;;;;;;;;;;;;;;;;;
15;после 1 сентября текущего года;9;1;;;;;9;;;;;;;;;9;2;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;4852;19;1;6;5;22;4794;49;9;;;;;;;4852;144;;;;;
17;участвовали в ЕГЭ по русскому языку (из строки 16);4852;19;1;6;5;22;4794;49;9;;;;;;;4852;143;;;;;
18;из них сдали ЕГЭ;4852;19;1;6;5;22;4794;49;9;;;;;;;4852;143;;;;;
19;участвовали в ЕГЭ по математике (из строки 16);4852;19;1;6;5;22;4794;49;9;;;;;;;4852;144;;;;;
20;из них сдали ЕГЭ;4845;18;1;6;5;22;4787;49;9;;;;;;;4845;140;;;;;
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;57;16;3;1;2;4;22;27;8;6;6;;;;;63;1;1;;;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;85;52;1;10;;;84;;1;87;87;5;16;;;172;3;3;;;;
23;"Справочно. Код по ОКЕИ: человек – 792  Из численности обучавшихся во всех классах, получивших аттестат о сред-нем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 18):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";465;;;;;;;;;;;;;;;;;;;;;
24;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";279;;;;;;;;;;;;;;;;;;;;;
25;"Из численности обучавшихся экстернов, получивших аттестат о среднем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 19):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";5;;;;;;;;;;;;;;;;;;;;;
26;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";6;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;;;;;;;;;;;;;;;;;
