;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);13530;574;474;441;373;712;595;983;844;1050;892;1603;1400;2095;1816;2148;1789;2005;1566;1919;1473
2;в том числе:       руководящие работники – всего;950;1;;19;17;46;35;84;71;107;97;153;141;193;177;145;126;108;87;94;71
3;из них:             директор;323;;;1;1;8;3;25;17;28;22;46;41;71;63;58;51;48;34;38;26
4;заместители директора;619;1;;17;15;38;32;58;53;79;75;106;99;120;112;86;74;59;53;55;43
5;руководитель филиала;7;;;1;1;;;1;1;;;1;1;2;2;;;1;;1;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);7532;499;425;355;304;470;402;546;488;527;467;845;785;1243;1154;1164;1069;989;890;894;774
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);6263;413;354;263;221;337;282;431;379;400;356;695;643;1080;1001;1003;913;870;775;771;668
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;1881;153;148;75;74;80;80;105;103;108;108;256;255;405;400;356;351;222;221;121;119
9;русского языка и литературы;779;36;36;28;28;33;29;46;46;29;29;83;80;148;145;131;127;120;120;125;123
10;языка народов России и литературы;;;;;;;;;;;;;;;;;;;;;
11;истории, экономики, права, обществознания;420;30;19;29;17;27;21;31;25;24;20;36;27;64;55;57;47;68;57;54;43
12;информатики;159;5;3;7;6;16;11;26;22;14;8;29;22;36;32;6;5;14;7;6;5
13;физики;214;8;3;7;5;13;7;8;5;12;7;18;15;30;24;33;31;43;34;42;28
14;математики;575;21;17;20;14;23;17;32;30;28;27;63;60;68;67;112;105;101;93;107;98
15;химии;179;9;6;11;11;9;8;8;7;5;5;13;11;32;30;27;26;36;34;29;27
16;географии;235;13;11;2;2;11;6;15;9;13;11;20;17;55;52;40;36;39;36;27;25
17;биологии;192;11;9;9;8;10;10;8;7;15;13;19;19;31;30;30;30;19;17;40;37
18;иностранных языков;631;59;57;34;33;50;47;78;72;70;68;47;47;57;55;67;64;72;71;97;91
19;из них:                         английского языка;483;56;53;32;30;43;40;70;64;59;57;39;39;31;28;42;40;47;46;64;59
20;немецкого языка;130;2;2;1;1;6;6;6;6;8;8;7;7;22;22;25;24;24;24;29;28
21;французского языка;17;1;1;1;1;1;1;2;2;3;3;1;1;4;4;;;;;4;4
22;китайского языка;;;;;;;;;;;;;;;;;;;;;
23;физической культуры;441;42;25;27;12;39;25;43;27;38;25;50;38;66;44;55;33;46;22;35;16
24;труда (технологии);174;5;4;4;3;4;3;12;10;17;14;10;9;27;24;29;23;34;24;32;19
25;музыки и пения;103;6;6;3;3;8;8;6;6;2;2;14;14;18;18;12;12;19;18;15;14
26;изобразительного искусства, черчения;87;8;8;3;3;3;3;3;3;9;9;11;11;15;13;14;14;12;10;9;8
27;основ безопасности и защиты Родины;144;5;1;2;;8;4;8;5;13;7;18;11;24;8;29;5;17;3;20;4
28;основ духовно-нравственной культуры народов России;3;;;;;;;;;;;;;;;1;1;;;2;2
29;прочих предметов;46;2;1;2;2;3;3;2;2;3;3;8;7;4;4;4;3;8;8;10;9
30;учителя-логопеды;94;6;5;2;2;10;10;7;7;11;11;9;9;16;16;10;10;14;14;9;9
31;учителя-дефектологи;24;1;1;2;2;8;8;1;1;1;1;2;1;1;1;2;2;3;3;3;3
32;из них:                      олигофренопедагог;2;;;;;1;1;;;;;1;1;;;;;;;;
33;тифлопедагог;6;1;1;;;4;4;;;;;;;1;1;;;;;;
34;сурдопедагог;4;;;;;;;;;;;;;;;2;2;;;2;2
35;социальные педагоги;137;8;8;8;8;14;14;11;10;16;16;21;21;15;14;14;14;14;14;16;15
36;педагоги дополнительного образования;87;9;5;9;6;8;3;5;5;5;4;11;5;11;9;10;7;7;5;12;7
37;педагоги-психологи;145;9;6;11;8;17;14;17;17;21;21;20;19;19;18;13;13;14;14;4;4
38;воспитатели;416;17;16;17;17;26;25;33;32;36;26;43;43;64;60;77;77;46;44;57;51
39;мастера производственного обучения;1;;;;;;;;;;;;;;;1;;;;;
40;тьюторы;25;3;3;4;4;;;4;3;5;4;2;2;1;1;1;1;3;3;2;1
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;190;17;15;24;22;38;36;22;20;23;21;28;28;21;21;14;14;1;1;2;2
42;другие;150;16;12;15;14;12;10;15;14;9;7;14;14;15;13;19;18;17;17;18;14
43;учебно-вспомогательный персонал;752;29;23;24;22;37;35;51;44;67;61;94;82;93;78;97;87;133;100;127;99
