;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);92413;9224;9432;9671;9448;9487;9404;9524;9665;9154;3837;3553;7;7
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);92284;9182;9429;9639;9445;9486;9404;9516;9664;9133;3834;3538;7;7
3;в том числе обучались:       очно;91726;9179;9423;9634;9441;9476;9368;9484;9555;9007;3690;3469;;
4;очно-заочно;373;2;6;5;4;2;15;11;58;85;124;61;;
5;заочно;185;1;;;;8;21;21;51;41;20;8;7;7
6;Численность экстернов, окончивших данный класс;129;42;3;32;3;1;;8;1;21;3;15;;
7;из них (из стр.06)  обучались:       в форме семейного образования;42;1;2;2;2;1;;8;1;21;1;3;;
8;в форме самообразования;14;;;;;;;;;;2;12;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
