;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);6897;2256;3733;798;30;21;;59;342;6638;218;41
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;44;1;32;8;2;1;;;;44;;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;;;;;;;;;;;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;1;;1;;;;;;;1;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;5881;2220;3321;265;25;18;;32;11;5877;1;3
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;221;51;155;4;11;;;;;221;;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;79;55;22;2;;;;;;79;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;294;;136;158;;;;;14;294;;
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;152;;44;108;;;;;4;147;5;
10;в связи с переходом на семейное образование и самообразование;108;24;60;22;2;;;;17;105;;3
11;по болезни;;;;;;;;;;;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;21;;12;9;;;;;1;21;;
13;выбыло по другим причинам;397;11;128;228;1;2;;27;295;150;212;35
