;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);94303;1097;;8279;;7338;142
2;Образовательные программы начального общего образования;37204;465;1;3174;;2903;23
3;из них адаптированные;917;;;30;;54;23
4;в том числе:           для глухих;;;;;;;
5;для слабослышащих и позднооглохших;28;;;;;;
6;для слепых;2;;;;;;
7;для слабовидящих;65;;;1;;1;
8;с тяжелыми нарушениями речи;106;;;1;;1;
9;с нарушениями опорно-двигательного аппарата;99;;;4;;14;9
10;с задержкой психического развития;489;;;23;;32;9
11;с расстройствами аутистического спектра;128;;;1;;6;5
12;Образовательные программы основного общего образования;48200;455;6;4356;;3755;54
13;из них адаптированные;840;1;;28;;76;54
14;в том числе:           для глухих;1;;;;;;
15;для слабослышащих и позднооглохших;30;;;;;;
16;для слепых;2;;;;;;
17;для слабовидящих;26;;;;;5;5
18;с тяжелыми нарушениями речи;25;;;;;2;2
19;с нарушениями опорно-двигательного аппарата;80;;;1;;15;14
20;с задержкой психического развития;637;;;22;;50;32
21;с расстройствами аутистического спектра;39;1;;5;;4;1
22;Образовательные программы среднего общего образования;7581;175;9;725;;600;11
23;из них адаптированные;23;;;1;;12;11
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;5;;;;;;
26;для слепых;2;;;;;;
27;для слабовидящих;1;;;;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;5;;;1;;2;1
30;с задержкой психического развития;10;;;;;10;10
31;с расстройствами аутистического спектра;;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);1318;2;1;24;;80;54
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);11;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;4;;;;;;
35;основного общего образования (из строки 12);11;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;6;;;;;;
37;среднего общего образования (из строки 22);3;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;3;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);101;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
