;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);157961;5478;;3524;355;8748;4335
2;Образовательные программы начального общего образования;62149;1229;103;1184;120;3000;1538
3;из них адаптированные;3403;30;4;32;4;126;92
4;в том числе:           для глухих;17;;;;;;
5;для слабослышащих и позднооглохших;68;;;;;1;1
6;для слепых;12;;;;;;
7;для слабовидящих;56;;;;;3;3
8;с тяжелыми нарушениями речи;1782;8;;16;;54;38
9;с нарушениями опорно-двигательного аппарата;228;1;;1;1;12;8
10;с задержкой психического развития;816;12;4;12;3;49;37
11;с расстройствами аутистического спектра;424;9;;3;;7;5
12;Образовательные программы основного общего образования;83000;3798;89;2013;174;4985;2497
13;из них адаптированные;2143;50;3;38;9;154;125
14;в том числе:           для глухих;23;;;;;1;1
15;для слабослышащих и позднооглохших;112;1;;2;;6;4
16;для слепых;13;;;;;1;1
17;для слабовидящих;73;2;;2;2;8;8
18;с тяжелыми нарушениями речи;419;6;1;6;;30;23
19;с нарушениями опорно-двигательного аппарата;137;1;;2;;15;11
20;с задержкой психического развития;1191;39;2;22;4;82;66
21;с расстройствами аутистического спектра;175;1;;4;3;11;11
22;Образовательные программы среднего общего образования;11502;332;44;248;17;653;227
23;из них адаптированные;26;;;2;;5;5
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;2;;;;;1;1
26;для слепых;2;;;;;;
27;для слабовидящих;7;;;;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;8;;;;;3;3
30;с задержкой психического развития;;;;;;;
31;с расстройствами аутистического спектра;7;;;2;;1;1
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);1310;119;3;79;44;110;73
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);19;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
35;основного общего образования (из строки 12);22;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
37;среднего общего образования (из строки 22);;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);24;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
