;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;3332;436;430;471;455;296;336;331;274;278;10;15;;;;;;;;
2;В них обучающихся (всего), чел.;53235;7051;6722;7260;7280;4593;5722;5091;4436;4569;242;269;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;100;10;10;14;11;13;15;11;5;10;1;;;;;35;;99;1;
4;слабослышащие;78;6;8;8;10;7;12;12;8;6;;1;;;;53;;77;;1
5;позднооглохшие;4;2;1;1;;;;;;;;;;;;1;;4;;
6;слепые;10;1;2;1;1;;3;;1;;;1;;;;10;;8;2;
7;слабовидящие;110;11;11;14;11;5;12;6;16;19;2;3;;;;48;;110;;
8;с тяжелыми нарушениями речи;2016;428;433;415;394;105;93;73;44;31;;;;;;65;3;2016;;
9;с нарушением опорно-двигательного аппарата;347;58;52;51;53;34;28;24;21;22;2;2;;;2;308;8;323;23;1
10;с задержкой психического развития;1677;129;135;173;204;156;214;229;206;231;;;;;1;202;1;1665;12;
11;с умственной отсталостью (интеллектуальными          нарушениями);612;49;33;45;58;70;96;96;94;65;4;2;;;7;382;;569;42;1
12;с расстройствами аутистического спектра;571;179;82;84;63;49;49;25;24;9;2;5;;;;496;6;552;17;2
13;со сложными дефектами;3;;;;;;;2;1;;;;;;;2;;3;;
14;с иными ограниченными возможностями          здоровья;70;6;7;8;10;6;4;7;8;13;;1;;;1;60;4;70;;
