;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);24136;1450;1254;1308;1090;1691;1392;2128;1841;2359;2057;3297;2910;4128;3647;3648;3080;2530;1913;1597;1171
2;в том числе:       руководящие работники – всего;1554;10;5;39;29;93;66;150;128;162;145;318;290;396;367;209;183;122;104;55;42
3;из них:             директор;525;2;;7;3;33;17;38;27;41;37;106;85;150;131;86;67;39;29;23;14
4;заместители директора;1024;8;5;32;26;60;49;112;101;120;107;210;202;246;236;123;116;81;72;32;28
5;руководитель филиала;4;;;;;;;;;1;1;2;1;;;;;1;1;;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);15315;1321;1165;1132;957;1224;999;1385;1208;1433;1276;1998;1811;2559;2353;2204;2002;1308;1123;751;610
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);12017;872;749;818;664;916;710;966;809;1040;896;1602;1433;2129;1944;1914;1738;1145;981;615;503
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;3526;327;326;239;237;206;205;226;226;294;294;421;421;725;724;749;748;252;252;87;87
9;русского языка и литературы;1474;106;103;96;92;84;81;102;97;100;100;226;224;286;282;218;218;146;145;110;108
10;языка народов России и литературы;;;;;;;;;;;;;;;;;;;;;
11;истории, экономики, права, обществознания;765;47;30;62;41;52;39;73;53;75;56;88;78;151;129;118;99;68;57;31;28
12;информатики;318;39;21;19;12;45;32;42;29;50;40;50;39;34;29;18;11;20;11;1;
13;физики;375;10;6;14;7;12;6;19;14;24;15;63;50;71;59;62;50;48;40;52;38
14;математики;1104;77;65;72;59;64;46;58;54;97;96;138;128;178;170;185;178;154;151;81;78
15;химии;276;13;11;19;18;12;9;15;14;10;7;46;41;51;49;47;46;40;38;23;20
16;географии;355;6;5;17;10;16;12;27;23;19;16;66;60;99;92;57;51;23;23;25;20
17;биологии;351;16;16;18;18;16;15;24;22;33;30;51;48;73;71;38;37;53;50;29;27
18;иностранных языков;1287;107;100;122;112;169;157;194;187;149;145;147;142;132;126;127;124;88;85;52;49
