;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);14113;6316;6833;872;21;11;7;53;356;13937;175;1
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;123;51;63;7;;2;;;;123;;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;23;23;;;;;;;;23;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;47;21;25;1;;;;;;47;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;12976;6201;6223;485;21;8;;38;204;12895;81;
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;244;107;130;7;;;;;;244;;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;15;6;8;1;;;;;;13;2;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;403;;270;132;;1;;;6;400;3;
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;236;;117;119;;;;;53;235;;1
10;в связи с переходом на семейное образование и самообразование;71;20;40;11;;;;;;70;1;
11;по болезни;2;1;;1;;;;;;2;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;2;;;1;;;;1;;2;;
13;выбыло по другим причинам;300;43;120;116;;;7;14;93;210;90;
