;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);162503;15813;16485;17176;17220;17552;16982;16566;16744;17063;5617;5164;44;77
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);162293;15796;16479;17170;17209;17546;16973;16559;16736;16977;5616;5144;43;45
3;в том числе обучались:       очно;161970;15775;16467;17155;17190;17529;16954;16530;16714;16956;5558;5141;1;
4;очно-заочно;273;13;11;13;15;11;15;22;14;13;56;3;42;45
5;заочно;50;8;1;2;4;6;4;7;8;8;2;;;
6;Численность экстернов, окончивших данный класс;210;17;6;6;11;6;9;7;8;86;1;20;1;32
7;из них (из стр.06)  обучались:       в форме семейного образования;133;17;5;6;11;6;9;7;8;61;;3;;
8;в форме самообразования;50;;;;;;;;;;1;16;1;32
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
