;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);16915;342;12;113;5;64;16901;6;8;46;46;1;8;;;16961;84;6;;1;;1
2;в том числе:       получили аттестат об основном общем образовании;16893;330;12;105;5;64;16880;5;8;45;45;1;8;;;16938;84;6;;1;;1
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;5125;22;;15;2;19;5124;1;;8;8;1;3;;;5133;6;;;;;
4;получили на ГИА неудовлетворительные результаты;3;;;;;;3;;;;;;;;;3;;;;;;
5;не участвовали в ГИА;19;12;;8;;;18;1;;1;1;;;;;20;;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;1597;4;;4;;1;1597;;;1;1;;1;;;1598;2;;;;;
7;в IV квартале прошлого года;384;3;;1;;;384;;;;;;;;;384;1;;;;;
8;после 1 сентября текущего года;57;;;;;;57;;;;;;;;;57;;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);5192;35;2;21;6;26;5144;48;;11;11;4;7;;;5203;50;1;;1;1;
10;в том числе:       получили аттестат о среднем общем образовании;5186;35;2;21;6;26;5138;48;;11;11;4;7;;;5197;50;1;;1;1;
11;получили на ГИА неудовлетворительные результаты;5;;;;;;5;;;;;;;;;5;;;;;;
12;не участвовали в ГИА;1;;;;;;1;;;;;;;;;1;;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;1454;3;;3;2;8;1454;;;1;1;;1;;;1455;18;1;;1;;
14;в IV квартале прошлого года;184;4;;1;;;184;;;;;;;;;184;;;;;;
15;после 1 сентября текущего года;9;;;;;;9;;;;;;;;;9;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;4470;25;1;19;3;21;4467;3;;1;1;;1;;;4471;17;1;;1;;
17;участвовали в ЕГЭ по русскому языку (из строки 16);4407;21;;15;3;20;4404;3;;1;1;;1;;;4408;16;1;;1;;
18;из них сдали ЕГЭ;4160;21;;15;3;19;4157;3;;1;1;;1;;;4161;16;1;;1;;
19;участвовали в ЕГЭ по математике (из строки 16);4355;21;;15;3;20;4352;3;;;;;;;;4355;16;1;;1;;
20;из них сдали ЕГЭ;4107;20;;14;3;19;4104;3;;;;;;;;4107;16;1;;1;;
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;721;10;1;2;3;5;676;45;;10;10;4;6;;;731;33;;;;1;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;92;62;4;34;;1;83;9;;20;20;;19;;;112;;;;;;
23;"Справочно. Код по ОКЕИ: человек – 792  Из численности обучавшихся во всех классах, получивших аттестат о сред-нем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 18):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";883;;;;;;;;;;;;;;;;;;;;;
24;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";572;;;;;;;;;;;;;;;;;;;;;
25;"Из численности обучавшихся экстернов, получивших аттестат о среднем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 19):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";10;;;;;;;;;;;;;;;;;;;;;
26;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";8;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;;;;;;;;;;;;;;;;;
