;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10, 13);Численность обучающихся по программам начального общего образования – всего;Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-го класса или 1-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам основного общего образования – всего;Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-го класса или 5-го класса первого года обучения  по пролонги- рованным программам;Численность обучающихся по программам среднего общего образования – всего;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-го класса  или 10-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам из графы 13 девочки;Численность обучающихся по программам из графы 13 обучающиеся первого года обучения;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 17) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;1383;338;109;66;305;96;61;8;3;4;732;255;58;94;;;
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;;;;
3;6 лет;2;;;;;;;;;;2;;2;2;;;
4;7 лет;45;32;8;30;;;;;;;13;1;11;1;;;
5;8 лет;116;70;22;27;;;;;;;46;19;29;2;;;
6;9 лет;141;83;31;8;;;;;;;58;13;11;12;;;
7;10 лет;139;72;19;1;1;;1;;;;66;19;4;5;;;
8;11 лет;130;58;21;;11;3;11;;;;61;22;;8;;;
9;12 лет;147;22;8;;43;15;27;;;;82;35;;8;;;
10;13 лет;134;1;;;41;11;16;;;;92;35;;13;;;
11;14 лет;148;;;;52;14;6;;;;96;31;;7;;;
12;15 лет;180;;;;77;23;;;;;103;33;;16;;;
13;16 лет;118;;;;49;17;;2;1;2;67;29;1;9;;;
14;17 лет;43;;;;25;11;;3;1;;15;6;;3;;;
15;18 лет;18;;;;6;2;;3;1;2;9;3;;3;;;
16;19 лет;6;;;;;;;;;;6;3;;;;;
17;20 лет;5;;;;;;;;;;5;3;;2;;;
18;21 год;5;;;;;;;;;;5;2;;2;;;
19;22 года;2;;;;;;;;;;2;;;;;;
20;23 года;1;;;;;;;;;;1;;;;;;
21;24 года;;;;;;;;;;;;;;;;;
22;25 лет;2;;;;;;;;;;2;;;1;;;
23;26 лет;1;;;;;;;;;;1;1;;;;;
24;27 лет;;;;;;;;;;;;;;;;;
25;28 лет;;;;;;;;;;;;;;;;;
26;29 лет;;;;;;;;;;;;;;;;;
27;30–34 года;;;;;;;;;;;;;;;;;
28;35–39 лет;;;;;;;;;;;;;;;;;
29;40 лет и старше;;;;;;;;;;;;;;;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
