;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат об основном общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат о среднем общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших свидетельство об обучении
1;Всего;1462;776;179
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;1;;
3;6 лет;;;
4;7 лет;;;
5;8 лет;;;
6;9 лет;;;
7;10 лет;;;
8;11 лет;;;
9;12 лет;;;1
10;13 лет;3;;1
11;14 лет;25;1;2
12;15 лет;258;3;16
13;16 лет;578;75;37
14;17 лет;431;291;47
15;18 лет;123;303;29
16;19 лет;21;45;6
17;20 лет;6;15;15
18;21 год;1;8;10
19;22 года;2;7;5
20;23 года;3;5;6
21;24 года;1;5;1
22;25 лет;2;1;
23;26 лет;1;1;2
24;27 лет;;2;
25;28 лет;;2;1
26;29 лет;;1;
27;30–34 года;3;7;
28;35–39 лет;2;1;
29;40 лет и старше;1;3;
