;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допу-щенных к государственной итоговой аттестации (ГИА) по образователь-ным программам основного общего образования (сумма строк 02, 04, 05);;;;;;;;;;;;;;;;;4593;129;3;32;4;13
2;в том числе:       получили аттестат об основном общем образовании;;;;;;;;;;;;;;;;;3517;116;3;29;4;13
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;;;;;;;;;;;;;;;;;317;2;;1;;1
4;получили на ГИА неудовлетворительные результаты;;;;;;;;;;;;;;;;;904;4;;2;;
5;не участвовали в ГИА;;;;;;;;;;;;;;;;;172;9;;1;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;;;;;;;;;;;;;;;;;96;1;;1;;
7;в IV квартале прошлого года;;;;;;;;;;;;;;;;;142;5;;;;1
8;после 1 сентября текущего года;;;;;;;;;;;;;;;;;518;2;;;1;1
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);;;;;;;;;;;;;;;;;3373;17;6;5;8;5
10;в том числе:       получили аттестат о среднем общем образовании;;;;;;;;;;;;;;;;;2965;15;6;4;7;5
11;получили на ГИА неудовлетворительные результаты;;;;;;;;;;;;;;;;;269;2;;1;1;
12;не участвовали в ГИА;;;;;;;;;;;;;;;;;139;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;;;;;;;;;;;;;;;;;105;;;;;
14;в IV квартале прошлого года;;;;;;;;;;;;;;;;;171;;;;;
15;после 1 сентября текущего года;;;;;;;;;;;;;;;;;66;;;;1;1
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;;;;;;;;;;;;;;;;;3066;13;4;4;6;4
17;участвовали в ЕГЭ по русскому языку (из строки 16);;;;;;;;;;;;;;;;;2838;8;1;4;6;3
18;из них сдали ЕГЭ;;;;;;;;;;;;;;;;;2733;7;1;3;5;3
19;участвовали в ЕГЭ по математике (из строки 16);;;;;;;;;;;;;;;;;2950;9;1;4;6;4
20;из них сдали ЕГЭ;;;;;;;;;;;;;;;;;2659;7;1;3;4;4
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;;;;;;;;;;;;;;;;;168;4;2;1;2;1
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;;;;;;;;;;;;;;;;;221;97;60;15;1;
;;;;;;;;;;;;;;;;;;;;;;;
;;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;;;;;;;;;;;;;;;;;
