;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) из них (из гр. 4): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) из них (из гр. 4): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) инвалиды  (кроме учтенных в гр. 5);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) дети-инвали- ды (кроме учтенных в гр. 6);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) из них (из гр. 10): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) из них (из гр. 10): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) инвалиды  (кроме учтенных в гр. 11);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) дети-инвали- ды (кроме учтенных в  гр. 12)
1;Численность обучающихся – всего;77846;637;29;94;45;186;285;285;127;130;;
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;3568;28;;;1;4;12;12;12;;;
3;с применением электронного обучения;4765;27;;2;2;6;1;1;;1;;
4;с применением дистанционных образовательных технологий;1239;44;;43;3;128;32;32;1;31;;
5;по индивидуальным учебным планам;938;58;3;3;5;3;61;61;3;58;;
6;на дому;202;53;2;45;10;132;43;43;1;41;;
7;в медицинской организации;130;;;;;;;;;;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);229;42;;42;3;127;31;31;1;30;;
9;по индивидуальным учебным планам (из строки 05);68;2;;;5;2;33;33;1;31;;
