;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования;Из граф 3–8 изучают 2-й, 3-й и более иностранные языки
1;Численность обучающихся, которым в соответствии с образовательной про-граммой должны преподаваться иностранные языки (сумма строк 02, 16);645;8863;18054;;1;6;
2;В том числе обучающиеся, которым:       преподается иностранный язык;645;8861;18054;;;6;
3;из них изучают язык:             английский;621;8254;16309;;;6;325
4;французский;;222;163;;;;150
5;немецкий;74;3061;1590;;;;2428
6;итальянский;;;;;;;
7;испанский;;;;;;;
8;китайский;;;;;;;
9;арабский;;;;;;;
10;португальский;;;;;;;
11;турецкий;;;;;;;
12;корейский;;;;;;;
13;японский;;23;;;;;
14;иврит;;;;;;;
15;другие;;15;;;;;
16;не преподается иностранный язык;;2;;;1;;
17;из строки 16 – из-за отсутствия учителя иностранного языка;;;;;;;
18;Из строки 02 – изучают:             2 иностранных языка;50;2845;8;;;;
19;3 и более иностранных языка;;;;;;;
