;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат об основном общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат о среднем общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших свидетельство об обучении
1;Всего;3517;2965;221
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;
3;6 лет;;;
4;7 лет;;;
5;8 лет;;;
6;9 лет;;;
7;10 лет;;;1
8;11 лет;;;
9;12 лет;1;;1
10;13 лет;4;;
11;14 лет;51;2;
12;15 лет;458;22;6
13;16 лет;1192;243;35
14;17 лет;1225;816;54
15;18 лет;361;998;30
16;19 лет;63;307;10
17;20 лет;47;127;14
18;21 год;27;74;15
19;22 года;4;59;9
20;23 года;7;42;8
21;24 года;3;40;6
22;25 лет;8;21;7
23;26 лет;3;22;9
24;27 лет;2;18;3
25;28 лет;1;24;2
26;29 лет;4;21;3
27;30–34 года;24;66;4
28;35–39 лет;19;31;
29;40 лет и старше;13;32;4
