;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) из них (из гр. 4): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) из них (из гр. 4): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) инвалиды  (кроме учтенных в гр. 5);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) дети-инвали- ды (кроме учтенных в гр. 6);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) из них (из гр. 10): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) из них (из гр. 10): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) инвалиды  (кроме учтенных в гр. 11);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) дети-инвали- ды (кроме учтенных в  гр. 12)
1;Численность обучающихся – всего;15958806;354352;2663;83569;1454;94901;369967;361867;5841;133800;122;2076
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;319652;6805;8;1581;26;1387;6415;6206;64;1637;;40
3;с применением электронного обучения;2641615;56975;30;7225;224;18440;36941;36749;750;15635;;1
4;с применением дистанционных образовательных технологий;775873;18771;80;5692;97;5893;10021;9794;271;4416;3;98
5;по индивидуальным учебным планам;134483;66435;588;23938;106;7237;28892;28030;1052;21343;4;387
6;на дому;90328;56990;914;37471;241;14806;36492;35520;982;30593;50;725
7;в медицинской организации;2913;95;;26;;35;871;849;107;503;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);5598;2845;43;2275;52;2022;2086;2028;81;1818;3;95
9;по индивидуальным учебным планам (из строки 05);35505;23107;322;14896;66;5326;16256;15841;481;13452;3;348
