;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат об основном общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат о среднем общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших свидетельство об обучении
1;Всего;21;61;1
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;
3;6 лет;;;
4;7 лет;;;
5;8 лет;;;
6;9 лет;;;
7;10 лет;;;
8;11 лет;;;
9;12 лет;;;
10;13 лет;;;
11;14 лет;1;;
12;15 лет;1;;
13;16 лет;4;1;
14;17 лет;6;7;
15;18 лет;3;11;1
16;19 лет;3;9;
17;20 лет;1;1;
18;21 год;;5;
19;22 года;;2;
20;23 года;1;;
21;24 года;;1;
22;25 лет;;2;
23;26 лет;;4;
24;27 лет;;7;
25;28 лет;;;
26;29 лет;;1;
27;30–34 года;;3;
28;35–39 лет;;2;
29;40 лет и старше;1;5;
