;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателей;Численность обучающихся по программам: начального общего образования – всего;Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся 1-го класса или 1-го класса первого года обучения по пролонгиро-ванным программам;Численность обучающихся по программам: основного общего образования – всего;Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся 5-го класса или 5-го класса первого года обучения по пролонгиро-ванным программам;Численность обучающихся по программам: среднего общего образования – всего;Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся 10-го класса или 10-го класса первого года обучения по пролонгиро-ванным программам;Численность обучающихся по программам: образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся первого года обучения
1;Всего;8;4;7;41;21;2;97;38;48;139;59;39
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;
3;6 лет;;;;;;;;;;;;
4;7 лет;4;1;4;;;;;;;4;2;
5;8 лет;4;3;3;;;;;;;2;;1
6;9 лет;;;;;;;;;;;;
7;10 лет;;;;;;;;;;8;5;
8;11 лет;;;;2;2;1;;;;5;1;2
9;12 лет;;;;2;1;;;;;2;;
10;13 лет;;;;7;3;;;;;7;2;4
11;14 лет;;;;7;5;;;;;10;2;1
12;15 лет;;;;5;1;;1;1;1;12;5;4
13;16 лет;;;;8;5;;3;;1;13;2;4
14;17 лет;;;;6;2;;12;4;4;15;6;10
15;18 лет;;;;2;1;;4;1;3;3;2;1
16;19 лет;;;;1;1;;15;5;9;6;1;2
17;20 лет;;;;;;;13;6;3;5;3;2
18;21 год;;;;;;;8;2;3;5;1;
19;22 года;;;;;;;2;1;1;3;3;1
20;23 года;;;;;;;2;;;1;1;1
21;24 года;;;;;;;1;;1;;;
22;25 лет;;;;;;;2;2;;1;;
23;26 лет;;;;;;;1;;;4;2;1
24;27 лет;;;;;;;1;;;3;2;
25;28 лет;;;;;;;;;;3;3;
26;29 лет;;;;;;;1;;;1;;
27;30–34 года;;;;;;;9;5;7;6;3;1
28;35–39 лет;;;;;;;8;4;6;11;7;
29;40 лет и старше;;;;1;;1;14;7;9;9;6;4
