;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;2125;183;215;239;258;208;242;268;253;235;15;9;;;;;;;;
2;В них обучающихся (всего), чел.;44087;4009;4638;5047;5590;4148;4932;5380;5015;4791;343;194;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;3;;1;1;;;;1;;;;;;;1;2;;3;;
4;слабослышащие;37;5;3;4;4;2;6;3;3;5;2;;;;2;19;;36;;1
5;позднооглохшие;5;;;;1;;1;;1;2;;;;;;2;;5;;
6;слепые;1;;;;1;;;;;;;;;;;1;;1;;
7;слабовидящие;56;1;5;6;5;7;5;3;10;12;;2;;;;38;;56;;
8;с тяжелыми нарушениями речи;740;68;123;129;120;53;60;66;54;67;;;;;2;24;;739;1;
9;с нарушением опорно-двигательного аппарата;165;16;18;22;17;18;16;24;17;14;2;1;;;8;121;3;164;1;
10;с задержкой психического развития;3248;168;260;339;410;251;404;463;465;488;;;;;6;56;;3234;14;
11;с умственной отсталостью (интеллектуальными          нарушениями);347;15;28;37;44;40;38;50;56;36;1;2;;;2;76;;347;;
12;с расстройствами аутистического спектра;147;43;23;23;19;6;7;12;6;7;1;;;;4;95;1;147;;
13;со сложными дефектами;2;2;;;;;;;;;;;;;;2;;2;;
14;с иными ограниченными возможностями          здоровья;116;7;7;7;12;13;14;14;16;12;10;4;;;7;96;1;116;;
