;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);72781;7446;7628;7601;7732;7744;7474;7346;7288;6940;2879;2664;25;14
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);72653;7436;7623;7593;7714;7743;7471;7342;7279;6891;2876;2647;25;13
3;в том числе обучались:       очно;72484;7436;7623;7593;7714;7743;7471;7328;7254;6877;2823;2622;;
4;очно-заочно;106;;;;;;;14;25;14;29;24;;
5;заочно;63;;;;;;;;;;24;1;25;13
6;Численность экстернов, окончивших данный класс;128;10;5;8;18;1;3;4;9;49;3;17;;1
7;из них (из стр.06)  обучались:       в форме семейного образования;115;10;5;8;18;1;3;4;9;49;3;5;;
8;в форме самообразования;13;;;;;;;;;;;12;;1
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
