;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);11036;301;9;44;4;50;10943;86;7;71;71;2;23;;;11107;489;6;;1;;2
2;в том числе:       получили аттестат об основном общем образовании;10477;286;9;44;4;50;10412;59;6;71;71;2;23;;;10548;296;5;;1;;2
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;3880;12;;9;1;12;3856;24;;7;7;;7;;;3887;3;;;;;
4;получили на ГИА неудовлетворительные результаты;520;9;;;;;499;20;1;;;;;;;520;161;1;;;;
5;не участвовали в ГИА;39;6;;;;;32;7;;;;;;;;39;32;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;557;;;;;2;556;1;;;;;;;;557;;;;;;
7;в IV квартале прошлого года;164;8;;3;;;164;;;;;;;;;164;;;;;;
8;после 1 сентября текущего года;330;3;;;;;328;2;;;;;;;;330;29;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);3937;14;4;7;2;21;3875;60;2;4;4;2;2;;;3941;44;;;;1;
10;в том числе:       получили аттестат о среднем общем образовании;3903;14;4;7;2;21;3860;41;2;4;4;2;2;;;3907;41;;;;1;
11;получили на ГИА неудовлетворительные результаты;25;;;;;;15;10;;;;;;;;25;2;;;;;
12;не участвовали в ГИА;9;;;;;;;9;;;;;;;;9;1;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;743;6;3;3;1;1;743;;;;;;;;;743;5;;;;;
14;в IV квартале прошлого года;39;1;1;;;;39;;;;;;;;;39;;;;;;
15;после 1 сентября текущего года;2;;;;;;1;1;;;;;;;;2;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;3889;11;3;5;2;21;3860;27;2;2;2;2;;;;3891;43;;;;1;
17;участвовали в ЕГЭ по русскому языку (из строки 16);3882;8;2;4;2;20;3853;27;2;2;2;2;;;;3884;39;;;;;
