;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);117654;12629;13030;12705;12160;12500;11822;12088;11252;10966;4548;3954;;
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);117069;12621;13005;12687;12127;12469;11797;12057;11221;10633;4540;3912;;
3;в том числе обучались:       очно;116667;12612;12983;12661;12106;12453;11781;12017;11171;10562;4452;3869;;
4;очно-заочно;393;9;22;26;21;15;16;40;50;65;88;41;;
5;заочно;9;;;;;1;;;;6;;2;;
6;Численность экстернов, окончивших данный класс;585;8;25;18;33;31;25;31;31;333;8;42;;
7;из них (из стр.06)  обучались:       в форме семейного образования;473;8;25;18;33;30;25;30;30;255;4;15;;
8;в форме самообразования;21;;;;;;;;;;4;17;;
9;по программам, не имеющим государственной аккредитации;16;;;;;;;;;14;;2;;
