;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;121944;119697;3397;21;594;14;882;2247;2244;13;910;;;121320;583;41
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;661;646;14;;2;;;15;15;6;9;;;661;;
3;с применением электронного обучения;13591;13571;233;2;41;10;73;20;20;;3;;;13580;11;
4;с применением дистанционных образовательных технологий;10089;10089;244;3;44;10;83;;;;;;;10071;18;
5;по индивидуальным учебным планам;1324;1236;765;8;194;2;48;88;76;;62;;;1214;108;2
6;на дому;1236;1010;637;6;256;3;113;226;207;4;182;;;979;255;2
7;в медицинской организации;3;3;;;;;;;;;;;;3;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);60;60;35;2;25;2;19;;;;;;;51;9;
9;по индивидуальным учебным планам (из строки 05);354;325;214;5;83;2;29;29;29;;21;;;301;51;2
