;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;2079;163;198;262;271;178;254;251;241;247;7;7;;;;;;;;
2;В них обучающихся (всего), чел.;44656;3838;4555;5905;6003;3602;5191;5063;5195;5017;138;149;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;;;;;;;;;;;;;;;;;;;;
4;слабослышащие;27;3;1;7;2;1;3;3;2;4;1;;;;;16;;27;;
5;позднооглохшие;;;;;;;;;;;;;;;;;;;;
6;слепые;;;;;;;;;;;;;;;;;;;;
7;слабовидящие;63;4;10;8;9;3;7;8;7;7;;;;;;24;2;63;;
8;с тяжелыми нарушениями речи;238;50;36;50;50;7;11;11;11;12;;;;;;22;1;231;7;
9;с нарушением опорно-двигательного аппарата;125;11;18;20;17;10;13;9;12;9;4;2;;;6;106;7;115;10;
10;с задержкой психического развития;1969;81;149;212;289;141;253;243;327;273;1;;;;;81;1;1886;83;
11;с умственной отсталостью (интеллектуальными          нарушениями);683;31;41;69;73;75;104;109;89;91;1;;;;8;170;;638;43;2
12;с расстройствами аутистического спектра;152;52;16;11;17;15;6;14;7;9;4;1;;;4;92;18;134;18;
13;со сложными дефектами;;;;;;;;;;;;;;;;;;;;
14;с иными ограниченными возможностями          здоровья;140;8;16;23;14;13;17;11;16;14;4;4;;;3;83;;139;1;
