;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);357330;37791;38296;38202;37146;37824;35347;35289;34708;32881;15893;13713;129;111
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);355913;37682;38190;38143;37034;37750;35266;35193;34615;32416;15843;13543;127;111
3;в том числе обучались:       очно;354717;37682;38186;38142;37028;37693;35194;35083;34530;32295;15439;13416;14;15
4;очно-заочно;903;;;1;1;37;51;81;40;87;341;97;83;84
5;заочно;293;;4;;5;20;21;29;45;34;63;30;30;12
6;Численность экстернов, окончивших данный класс;1417;109;106;59;112;74;81;96;93;465;50;170;2;
7;из них (из стр.06)  обучались:       в форме семейного образования;1197;109;104;58;110;71;81;95;90;437;15;25;2;
8;в форме самообразования;179;;;;;;;;;;35;144;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
