;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10, 13);Численность обучающихся по программам начального общего образования – всего;Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-го класса или 1-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам основного общего образования – всего;Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-го класса или 5-го класса первого года обучения  по пролонги- рованным программам;Численность обучающихся по программам среднего общего образования – всего;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-го класса  или 10-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам из графы 13 девочки;Численность обучающихся по программам из графы 13 обучающиеся первого года обучения;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 17) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;10314;1949;654;455;692;325;146;77;43;41;7596;2709;315;129;28;12;
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;;;;
3;6 лет;7;6;3;6;;;;;;;1;1;1;;;;
4;7 лет;351;235;83;229;;;;;;;116;29;110;;;;
5;8 лет;709;390;136;177;;;;;;;319;91;145;;5;2;
6;9 лет;947;459;147;39;;;;;;;488;174;50;;2;2;
7;10 лет;1112;459;155;2;;;;;;;653;208;8;;7;2;
8;11 лет;1122;304;99;1;49;28;46;;;;769;280;1;;5;2;
9;12 лет;1113;80;27;;115;55;60;;;;918;324;;;2;1;
10;13 лет;1191;13;3;1;137;64;26;;;;1041;376;;;1;;
11;14 лет;1269;2;;;147;72;13;;;;1120;401;;1;3;1;
12;15 лет;1227;;;;121;57;;3;2;3;1103;406;;;2;1;
13;16 лет;717;;;;78;29;1;22;17;22;617;235;;1;;;
14;17 лет;314;1;1;;38;17;;36;19;11;239;97;;;1;1;
15;18 лет;68;;;;5;2;;13;3;4;50;19;;1;;;
16;19 лет;12;;;;1;1;;3;2;1;8;5;;;;;
17;20 лет;7;;;;1;;;;;;6;1;;2;;;
18;21 год;3;;;;;;;;;;3;;;;;;
19;22 года;8;;;;;;;;;;8;2;;4;;;
20;23 года;1;;;;;;;;;;1;;;;;;
21;24 года;2;;;;;;;;;;2;1;;;;;
22;25 лет;4;;;;;;;;;;4;1;;3;;;
23;26 лет;3;;;;;;;;;;3;1;;2;;;
24;27 лет;7;;;;;;;;;;7;2;;5;;;
25;28 лет;8;;;;;;;;;;8;5;;8;;;
26;29 лет;8;;;;;;;;;;8;4;;7;;;
27;30–34 года;51;;;;;;;;;;51;26;;47;;;
28;35–39 лет;34;;;;;;;;;;34;12;;30;;;
29;40 лет и старше;19;;;;;;;;;;19;8;;18;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
