;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;371817;361503;17959;39;2930;30;2302;10314;10303;224;3800;;3;370051;1462;304
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;2229;2229;80;;6;;6;;;;;;;2228;1;
3;с применением электронного обучения;36987;36284;1471;6;216;7;262;703;700;9;219;;;36933;21;33
4;с применением дистанционных образовательных технологий;16644;16439;748;2;95;3;119;205;205;8;169;;;16641;1;2
5;по индивидуальным учебным планам;6444;4965;3159;27;1257;7;223;1479;1436;45;1273;;;6443;1;
6;на дому;2990;1759;1357;23;1079;7;202;1231;1230;43;1125;;;2990;;
7;в медицинской организации;15;15;;;;;;;;;;;;15;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);262;97;30;;26;2;53;165;165;8;157;;;262;;
9;по индивидуальным учебным планам (из строки 05);2862;1715;1323;21;1043;7;198;1147;1147;43;1040;;;2862;;
