;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;"Всего  (сумма граф 4–9; сумма граф 11-13)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования;Из граф 3 изучают 2-й, 3-й и более иностранные языки;Из графы 3 обучаются очно;Из графы 3 обучаются очно-заочно;Из графы 3 обучаются заочно
1;Численность обучающихся, которым в соответствии с образовательной про-граммой должны преподаваться иностранные языки (сумма строк 02, 16);324718;113073;177789;32114;1060;604;78;;323152;1267;299
2;В том числе обучающиеся, которым:       преподается иностранный язык;323666;112651;177251;32047;1060;583;74;;322100;1267;299
3;из них преподается язык:             английский;320480;111598;175532;31652;1041;583;74;1890;318931;1250;299
4;французский;1586;;1544;42;;;;1389;1586;;
5;немецкий;12213;1053;10549;540;19;52;;7379;12189;17;7
6;итальянский;;;;;;;;;;;
7;испанский;189;;189;;;;;92;189;;
8;китайский;47;;24;;;23;;47;47;;
9;арабский;;;;;;;;;;;
10;португальский;;;;;;;;;;;
11;турецкий;;;;;;;;;;;
12;корейский;;;;;;;;;;;
13;японский;;;;;;;;;;;
14;иврит;;;;;;;;;;;
15;другие;33;;33;;;;;33;33;;
16;не преподается иностранный язык;1052;422;538;67;;21;4;;1052;;
17;из строки 16 – из-за отсутствия учителя иностранного языка;812;263;457;67;;21;4;;812;;
18;Из строки 02 – изучают:             2 иностранных языка;10816;;10569;172;;75;;;10809;;7
19;3 и более иностранных языка;14;;;14;;;;;14;;
